	adjusted_p_values	mean_all	mean_all_other	mean_kmeans_1	pvalues	ratio kmeans_1 to everything
Kazn	0.9545675780299534	0.15727344192911286	0.147064698677224	0.17453107933111545	0.867666698342868	1.0239449271567378
3110009E18Rik	0.9546105531810156	0.12507947680611622	0.1329051016289828	0.1118504443674608	0.8678401033437874	0.9814153389977255
Gm19412	0.9546105531810156	0.0426967721874828	0.04586107577627579	0.0373475923111899	0.8679422469694708	0.9918598333351617
Fuca2	0.9546105531810156	1.6001978841713342	1.5691979084559051	1.6526026050236067	0.8680389595762513	1.0324633210595395
Gpd1l	0.9546105531810156	0.3075011131328095	0.3195400703395068	0.2871495426167257	0.8680413009066037	0.9754531685313298
Abce1	0.9547744589190785	0.7855433171892128	0.7632927820221315	0.8231573171145169	0.8682742421224555	1.033950422585938
Ndufs2	0.9548204732537662	1.7244923278903417	1.7555472072915836	1.6719947936644328	0.8683999910524147	0.969678467708316
1810062G17Rik	0.9550235646457199	0.14335477636878324	0.15176635749222656	0.12913519875534338	0.8686686219374207	0.9803509118063157
Stk3	0.9551123527411751	0.6956109582256977	0.6763499422853028	0.7281712470773174	0.8689287339047265	1.0309131783793117
Kbtbd8	0.9551123527411751	0.13552883956116166	0.14479473375218632	0.11986506604776283	0.868940842740848	0.9782234605301566
Rhot1	0.9551123527411751	0.983400484214868	0.9582801443328945	1.0258658206820137	0.8690208577371498	1.0345127721101122
Ptpn23	0.9551123527411751	0.14997325312198842	0.1600819995613487	0.13288465795068896	0.8690850977710781	0.9765556731153974
Mapt	0.95524586621134	0.13097220273240204	0.13856358642658992	0.11813914934460826	0.8692905264046253	0.9820612240497834
Rplp0-ps1	0.9552572419714779	0.13046253358133855	0.12402762132580766	0.14134059953711692	0.8693848203074337	1.0154026270198666
Prmt2	0.95527929537483	0.6629683115072358	0.6853414699186513	0.6251470199069858	0.8695707298789178	0.9642835288361054
D1Ertd622e	0.95527929537483	0.11255729697665726	0.1060625655506535	0.12353648581585405	0.8695727786281077	1.0157983108817186
Bag4	0.9557485685341119	0.2458198365136265	0.2342577514149881	0.2653652660851342	0.8701801095903097	1.0252034185197407
Ykt6	0.9557485685341119	0.6442038492792962	0.6647493094427906	0.6094722380505321	0.8702245930380079	0.9667955582989487
Fbxw4	0.9557485685341119	0.10716693410112312	0.11355973056485477	0.09636006388862435	0.8702796602162427	0.9845543384839304
Chmp2b	0.9557485685341119	1.1195578579124204	1.1438725769767633	1.0784544042560316	0.8703358889032515	0.96948597905339
Tnfrsf19	0.9558376570570126	0.06009569621765237	0.06415451218949235	0.05323436445573241	0.8705493823298288	0.9897381934590572
Cdc42ep1	0.9558376570570126	0.10725769142765033	0.10120233516266706	0.1174941270184554	0.8706231958136424	1.0147945489539683
Fam126a	0.9558376570570126	0.41833604001168484	0.4026384951351095	0.4448723658744669	0.8706689941171347	1.0301103034643928
Cnnm3	0.9558595522370155	0.23857748984039498	0.2486306263846841	0.22158290187266813	0.8708202325591942	0.97833808979175
Cyb5d1	0.9558595522370155	0.15469464622463866	0.16639432955403818	0.13491661012017753	0.8709057220395964	0.9730127979566774
Vipas39	0.9558595522370155	0.32815528736162003	0.3410661919631594	0.30632971053520813	0.8709938845498597	0.9740978621069394
Zfp746	0.9558595522370155	0.8739425299663062	0.8951224178917689	0.8381384337113573	0.8710249171087742	0.9699312384031615
Tmem209	0.9559785728950836	0.6540437666680193	0.6325929341079073	0.6903058883767803	0.8713653475237448	1.0353504863724092
Cst3	0.9559785728950836	4.010701373065141	3.9783095595993467	4.065458962495411	0.8714142199526219	1.0175058223786064
Dctpp1	0.9559785728950836	0.3111966528262996	0.32300593636633096	0.2912333401752942	0.8715375433399846	0.9759845399648766
