	adjusted_p_values	mean_all	mean_kmeans_1	pvalues	ratio kmeans_1 to kmeans_0
Tspan8	1.8401200936779322e-08	4.185757526390693	1.8059997912772752	7.940822125014902e-11	2.86130865238735
Anxa2	2.2770093687791542e-08	7.006054913790303	3.175944269643786	1.0030878276560151e-10	2.2170911679933103
Anxa3	2.2942081721642277e-08	6.381857140734081	2.7547688361518943	1.0312901969631518e-10	2.4197201834202025
S100g	2.3961421755933495e-08	2.127255174118344	3.5815539471044127	1.0986536991392685e-10	0.24438996558532625
Hc	2.4907395026794414e-08	3.2144572531457465	4.707362251208668	1.1644201576852554e-10	0.2134899208870803
Cnn2	6.641500105023623e-08	3.808048252035486	0.808481204041088	3.1646094180189877e-10	3.7176101183640693
Pmp22	9.104903990693987e-08	2.8405871051867764	0.11559561494296358	4.4202536680524616e-10	6.0336820637053235
Ywhae	9.996777307636561e-08	5.857170872483381	3.2864178581080896	4.943115633552197e-10	1.9196332090898418
Rhoa	1.0895246856774056e-07	4.627360989577546	1.5672919927578222	5.485335107249367e-10	2.8447757340675586
Col4a4	1.87193593480166e-07	3.0125562385936426	0.8401411169306162	9.734270584967733e-10	3.7396804577773284
Lyz2	1.87193593480166e-07	4.665559878342134	6.751278958055783	9.761061244133441e-10	0.1667988349806222
Etv5	4.761933436643746e-07	3.1742832122354088	4.194976951775329	2.525883959021676e-09	0.27111802019228154
Sema3a	6.187212055409783e-07	2.999414525981062	0.09009430611662503	3.3375233599261617e-09	6.019373926529165
Ppp3ca	1.3688270522531902e-06	3.69034577035019	1.3155742564370807	7.506828210684582e-09	2.895124539437242
Id3	1.8311655047454355e-06	2.9888004759165656	0.42295319287204486	1.020698204569064e-08	4.576191504693926
Plp2	1.8938384273615316e-06	5.08939214362453	2.1561154763553483	1.0726586435653736e-08	2.5136617541250352
H2-Aa	1.9938274169410674e-06	2.241806824346502	3.527652398590441	1.147217069893269e-08	0.22086501170260384
Rps19	2.0279695699972017e-06	8.426041999760495	7.0902876316222	1.185094147710313e-08	1.2883779110373945
Tmod3	2.3340938389205276e-06	4.070432679412839	0.6658545423828676	1.384969822608602e-08	4.18134123096865
Sept2	3.516774619751313e-06	6.732709125498806	2.527044755114059	2.118348462854787e-08	2.5458293911359386
Tinagl1	3.954585431627727e-06	2.385136999984967	0.04512613321121954	2.4176194313646093e-08	5.295899197699245
Ndnf	4.613547944706823e-06	3.7154091830208573	1.3698596725473964	2.8619509861078017e-08	3.1406499334015194
2200002D01Rik	4.894404166562465e-06	1.7909437011828566	0.006738511778365147	3.08017883358242e-08	4.218062397949486
Sod1	5.699216167982154e-06	6.429652577336303	3.9300678355816463	3.637906571309295e-08	1.728016054398921
Sptbn1	6.454352476436638e-06	7.1012183395038395	4.463384247800048	4.1779499982328325e-08	1.7272628878663443
Fbln5	6.832801378176103e-06	2.3601543530599622	0.006738511778365147	4.4843522485557456e-08	5.819702130759786
Itgb6	9.056173750907048e-06	3.085272488398372	0.12043781304345032	6.08519000895782e-08	6.065253117846822
Msln	9.056173750907048e-06	2.7962235636739377	0.4797107869202198	6.106383451569079e-08	4.2253502063134745
Myl6	9.730398835979202e-06	6.324680540970699	4.069881431695643	6.648478931353225e-08	1.6054328555403021
Atxn1	1.216262295058432e-05	3.3349772289954487	0.8757734788867731	8.419688637912367e-08	3.4524921781989937
Wnk1	1.4801130587185904e-05	4.948026307095311	2.4251253505205983	1.0379287834221886e-07	2.2092516057538707
Gm37376	1.6089647514269546e-05	9.737040744910502	8.466764177463954	1.1427511944864644e-07	1.2188724961559916
Tmem213	1.6617552582631457e-05	3.691439649438807	1.6743005881496607	1.1951849380657345e-07	2.506896897182441
Pde7a	2.483390724612828e-05	2.922204793498564	0.5642566756760721	1.8084567894780102e-07	3.740886967885241
Tmsb10	2.5214386341115223e-05	2.3839584198218713	0.9767541078410535	1.8588327609201188e-07	2.4228977257738347
Tjp1	3.167089671198252e-05	2.584091697254776	0.3219084882651949	2.363287267009394e-07	4.0487844559831085
Gpx4	3.2809809880906916e-05	4.552394955191615	1.7733867427201382	2.4846653011420663e-07	2.410459786739777
Sftpd	3.2809809880906916e-05	4.4680208588628165	5.360428359101825	2.507267679472344e-07	0.27729181035419714
Foxo3	3.321464514656602e-05	3.7981447229160574	1.254566008264855	2.5680657040408864e-07	2.788225988883866
Lamc2	3.550019503156277e-05	3.3149087361372	0.6628053664870275	2.776694208168624e-07	3.849981979247088
Npnt	3.624490874796667e-05	2.920257965874649	0.9805443742028184	2.867528517325422e-07	3.0462793599519116
Arhgef26	3.683344523342785e-05	2.441784920922134	0.36935840598382125	2.947205453362473e-07	3.9739751835649564
H2-Eb1	4.099812978692733e-05	1.478642506169613	2.1141597615627488	3.317299002808109e-07	0.32111390441259174
Fabp5	4.568873410413483e-05	2.225550730840743	2.7542855867308185	3.7379077618234917e-07	0.2864544305108259
Gm43085	4.994384155691377e-05	1.990410041798233	2.1616014340872076	4.1309299858276245e-07	0.33971662202789243
Ric1	5.890894192112697e-05	2.221847981743085	0.1325005887217376	4.925408251968721e-07	4.029356907911132
Tmem37	8.016953628221243e-05	2.651176158198741	0.2675090054871947	6.800838288629607e-07	4.644755159641412
Khsrp	8.016953628221243e-05	1.3937271375301543	0.3124879104678616	6.847168881426037e-07	2.4841189891409408
S100a11	8.984207095668586e-05	6.354602739499074	4.6231605619744185	7.754058088502961e-07	1.4780145296918563
Krt19	9.096276660656702e-05	3.2487631855223116	0.9767107586948859	7.932561683751686e-07	3.2523514553796797
Rps7	0.00010672408757130567	5.354177362016411	3.328756973739255	9.411954192231985e-07	1.7018639642654754
Tpm3	0.00010672408757130567	4.759101384460676	1.703585629465716	9.498952323617065e-07	2.5184814454612274
Rpl37a	0.00011138797020394496	6.173654559615912	4.3679366305866845	1.0068824671879942e-06	1.520316301035443
Nedd4l	0.00011138797020394496	3.6333514700487854	0.7447170806359907	1.0114344143305259e-06	3.4775385633858207
Acot2	0.0001219272690987698	3.5199834088875117	1.4421776342822317	1.1180959676413306e-06	2.5299624056704126
Col4a2	0.00012250078703794783	3.0659488405492614	1.0001798546920806	1.134368521523746e-06	2.9850094320536775
Pdgfa	0.00012829276232438839	2.1685059401371394	0.31523920283581225	1.1995367510326704e-06	3.4701195059376033
Rpl11	0.00013500099925920815	4.9981514385611785	2.6009734210328452	1.274395839451304e-06	1.9819212226549197
Gm10076	0.0001374850182324019	3.8823089749053215	2.4979377067573827	1.3102051544218828e-06	1.765991403704337
Lama3	0.0001436865280308821	2.210227882203462	0.05835742891795571	1.382222287090208e-06	4.623222598150954
Sftpc	0.0001444317940900395	9.543054871756373	11.472544504763672	1.4023764957047798e-06	0.47543473051977037
Skil	0.00015256434890942758	4.439052461935576	1.2888789398529132	1.4950565522905336e-06	2.8051447585904876
Ctnna1	0.00015791868962243796	4.5123251783728	1.6815387156687758	1.5617239826007528e-06	2.522237975116953
Gapdh-ps15	0.00015930386352840432	5.306416963729135	2.899299152572871	1.5897445699589031e-06	1.8625395612837503
Krt7	0.0001609865494822059	3.2727656020045575	0.7397637954898266	1.6210099381468184e-06	3.5886270724113394
Tmsb4x	0.00018967239537537656	9.30382958188626	7.8902337702033245	1.926906471043563e-06	1.2222052634584923
Rpl31-ps8	0.00018980179771482044	3.750307473142383	1.9161523412879296	1.9452849896151694e-06	1.9830541705639169
Igfbp6	0.0002038177355413971	2.258800042743407	0.23994735218261218	2.1072587959418022e-06	4.265739266982109
Sec14l3	0.0002059000530251922	4.936291097987459	2.1557043703508234	2.1472989437132333e-06	2.340029396119315
Rps29	0.00022925477668527466	5.363893862324262	3.8083221469163684	2.411472522896443e-06	1.5262109167639786
Egfl6	0.00023761708829605132	3.422578932067197	4.371980208594326	2.52237136865798e-06	0.3569254887894303
Hdgf	0.00023761708829605132	3.059791041263903	0.6899745268583144	2.5421589056216945e-06	3.2759323127477864
Nbeal1	0.0002468599320674411	4.596135043532599	2.4749324836434847	2.6632376020941236e-06	2.0738727298411437
Sep15	0.00025774029755112513	4.40374528127111	1.4264010714340793	2.80379178312381e-06	2.801979347248765
Rps19-ps6	0.00028739318917731557	2.310729921468769	1.1314749811682536	3.1522043585033265e-06	2.1706472311633944
Adam10	0.0002946355855610251	3.3410932274417835	0.9577099764067581	3.2581297333458676e-06	3.021214162981091
Baiap2l1	0.00033269455855483685	2.4265187883959634	3.695881622670731	3.7343391665471917e-06	0.3302441860244377
Malat1	0.00033269455855483685	11.732287542778936	10.692794789133135	3.738813253560605e-06	1.1388807392132712
Lama5	0.00033695518254794	2.2868798604861067	0.06787978375839152	3.816987593368735e-06	4.521938746410505
Ywhaz	0.0003531138125226629	7.158608938590437	4.378553132575807	4.0317768758768495e-06	1.6720023362785352
Chsy1	0.00036069058952517693	1.6188623437218257	2.1778761282649466	4.150714327000148e-06	0.36028692848460697
Gm12940	0.00047613083462362353	2.724722708724662	0.6643174271938519	5.5219704815649945e-06	2.846068661095524
B4galt1	0.0004973356119337015	3.1120174341426794	0.43764692008531686	5.812607169952459e-06	3.521757004413402
Dynlt1b	0.0004999832765979728	2.9774503004547412	0.5254564909187929	5.888502133806925e-06	3.280643581867918
Rps10	0.0005195949514922357	4.331706845931677	2.1760353047366596	6.210407187410874e-06	2.019239537410373
Arid1b	0.0005195949514922357	2.889249225498788	0.7443227394137717	6.212903762336361e-06	2.869055601895738
Krt8	0.0005390739386422042	3.67325035951735	1.3819713936242846	6.494282817410353e-06	2.6131338502098425
Rpl38	0.0005461922228940968	4.234690338050548	2.872472396222065	6.62914232587459e-06	1.5885527197825815
Ly6e	0.0005663233115102938	3.130831619763043	3.036370259591912	6.971195740091443e-06	0.2966000645141239
Hnrnpl	0.0005663233115102938	2.3477911283645754	0.940171333661273	6.975302856865076e-06	1.9645748812043244
Rpl39	0.0005947864960584406	4.681499576697602	2.7661115410912975	7.379352374005646e-06	1.7180853767793132
Igfbp7	0.0006088637471396795	1.654488954073195	0.006738511778365147	7.653567422168282e-06	3.865960130198788
Cystm1	0.0006088637471396795	4.557042523689686	1.9322103351030184	7.66348328684304e-06	2.26610994153763
Rpl24	0.0006446080784433411	6.032628810446636	3.8250615208336525	8.171333188933839e-06	1.620337006594692
Lpcat1	0.0006546181093286924	3.6806378908732706	5.4452590485617955	8.357077364440737e-06	0.40604196320486446
Flrt3	0.0006763153779747884	2.1036547370333047	0.20117357149851273	8.694875397859817e-06	4.182059651368441
Eif1	0.0006980554098044668	5.658983577003594	3.844526038580966	9.037128383695336e-06	1.533824885050266
Tspan2	0.0007218797608423873	2.849735371292001	0.42413210776694765	9.410461684990214e-06	3.829852434327614
mt-Rnr2	0.0007356430862469033	11.326608239082525	11.009486757162497	9.656018213795549e-06	1.0774710822215132
Cav2	0.0008186980179673168	3.171753831221182	0.9432018069214472	1.081979759428172e-05	3.24745023388588
Acot7	0.0008498426456017451	1.496641458723194	1.872342871411586	1.1307804688398658e-05	0.368890880739191
Wdr45	0.0008851887842644278	2.7377933944577393	0.5634777039808478	1.1857693864550907e-05	3.84398939227103
Myo1c	0.0009490663999899588	2.002023976909835	0.03355769024924896	1.2798701788950268e-05	4.399981293811238
Rpl13a	0.0009816140930310826	5.616874211329502	4.2996382431805795	1.3325876836077811e-05	1.3781524474083664
Zscan26	0.0010031259600562004	3.768584755888124	0.9053988687358197	1.370809547141441e-05	3.084686602898034
Rps26	0.001065127496705191	5.354604856807732	3.7188358842085063	1.465112892168428e-05	1.5482990909635896
Atp6v1c2	0.001094952929223485	1.7755489330181873	1.4454546651762297	1.5159826584591989e-05	0.40892191306598435
Kdelr2	0.0010983035223216691	3.6280158913013842	1.4893949150998615	1.5312169429225717e-05	2.2701897692784354
Tead1	0.0010983035223216691	2.9104481341757213	0.6120233254712896	1.542879439588937e-05	3.1505355716211696
Nedd4	0.0010983035223216691	5.615730361439692	3.5771352330998125	1.5502441158365733e-05	1.6696281247658047
Scd2	0.0011547889352079036	6.047500411725924	4.040828432995774	1.6403546863512433e-05	1.631090541488103
Slc39a1	0.0012019766188236035	2.5116314232337746	0.6706180165684515	1.718190078152953e-05	2.6165269100897235
Magi1	0.001237835810024734	1.9984939340318104	0.09072175151734561	1.780578347603681e-05	3.963861066585198
Rps5	0.0012490381924415764	6.1694159636199055	3.552476111838215	1.8079218644528797e-05	1.7397234711474285
Rpl19	0.0012612954983881757	6.139588551142948	4.041737642745998	1.837441482932267e-05	1.5681037567074159
2810474O19Rik	0.0012612954983881757	3.8161074631538883	0.8941080828653073	1.8483427693722254e-05	2.8208497860202066
F2r	0.0012613898737290133	1.8508411070292792	0.06602754556539842	1.8598214446782178e-05	4.299173339323383
Wwtr1	0.0012741982804205638	3.3691116841634843	1.419453441215826	1.890161973113306e-05	2.6135824089694943
Fxyd3	0.001310211460347294	1.3985046552758695	0.13809460137178212	1.9553636826184556e-05	3.549943936218928
H2-Ab1	0.0014101178032573888	1.6208198876600803	1.858758611245519	2.11714171665903e-05	0.3498021819912646
Pxdn	0.0014134259448277718	1.939014300493409	0.09350022506819637	2.1348157756995926e-05	4.379698034082303
Tmf1	0.0014218441430172107	2.7277475187166726	0.487756503838349	2.16031340618456e-05	3.290008160542076
Il33	0.0014508470954760135	1.992471251775294	2.4855722184151956	2.2174234130263626e-05	0.32274616880773566
Cyr61	0.0014594963284051145	3.5031380416146507	0.796072356566844	2.2437640219120254e-05	3.213838440265552
Rpl27-ps3	0.0014838321245680874	3.414981862413285	1.6940665999810447	2.294516995646058e-05	2.044688588364655
C6	0.00151649286645871	0.9634620304707829	2.1167029657707173	2.3586556315504525e-05	0.3298995984227675
Arf1	0.0015697298166259378	3.4695202399226455	0.7672371014900166	2.4555694335423285e-05	2.9246485594850777
Rpl38-ps2	0.0015725313987248351	1.1185383808549039	0.16535921411400167	2.4740896770371856e-05	2.2022751085047423
Sik1	0.0016395851397551775	1.7601581988468034	0.14457155304465055	2.594326931555437e-05	2.8161767828955173
Rab11fip1	0.0017080501119426	2.1145944779323984	0.10179485600775079	2.7180155516842596e-05	4.25028815955927
Gsn	0.0017502863655367014	2.1405527778560955	0.2281682224869384	2.8009617285402575e-05	4.029976434086105
Rpl36	0.001811450978839524	4.617981866561329	3.3367230743807115	2.9151283395871148e-05	1.6167035034169734
Lamc1	0.001899893798243754	1.9206710303827816	0.46891025454580626	3.074538197283788e-05	3.265774743447348
Cox6c	0.001899978086520395	4.6386305290294345	2.6853656276174087	3.091756123889162e-05	1.6756840370885382
Snhg11	0.0019233422270257734	1.482489769941359	2.233933577447194	3.147067205957842e-05	0.32568577836086104
Cox6a1	0.0020343908925718004	5.365205651252351	2.6034431171754835	3.347060445389189e-05	1.9656250156952315
Rps15	0.0020542449034127385	4.6598619904976495	3.3414759954087456	3.39819349301397e-05	1.553050262953065
Fau	0.0022778847584327758	4.823140760022509	2.9968446744644694	3.7886242947951405e-05	1.6986108381940042
Rps15a	0.0022782658206863646	5.415963772016506	3.6614524900826075	3.818053043906051e-05	1.5143514599295074
Rps16	0.0022782658206863646	5.265969480891687	2.94032409245333	3.830223037564957e-05	1.6738612790774083
Lcn2	0.0023274536084008594	1.6486745557382942	1.6734031417530109	3.933842294159503e-05	0.37405507025187285
Rpl35a	0.0023589933242410092	5.5387219568990504	3.4228341017339403	4.0204325175161764e-05	1.5611346697838495
Dctn4	0.0023589933242410092	2.2060651099900634	0.16553767301721073	4.0295669478179606e-05	3.6530268132897854
Gm12854	0.002363849998626342	0.9325007683332103	0.25423456107337505	4.0591148947013514e-05	2.032892101425287
Pi4k2b	0.0023811321761556398	2.714820839923856	3.095353306012418	4.11019848801477e-05	0.38308236877159263
Serpinb6b	0.0024834482852157218	4.62298615465082	2.057363126974871	4.313929093090564e-05	2.3160276479963287
Macf1	0.0024834482852157218	2.8473323909842287	0.7442612692970878	4.331466037326711e-05	2.9846312664621135
Tm9sf3	0.0024970804416274157	2.466091374105544	0.5841116984081226	4.377692044568427e-05	3.1831260163674218
Btg2	0.002516677338398053	5.360876634425107	2.2615127672244566	4.434673724049432e-05	2.0544493437466755
Rpl5	0.002721711715326177	5.357129300185498	3.9650849514580293	4.820437003679375e-05	1.41860329765208
Rpl41	0.0028057435046685616	7.230592861593147	6.20918978244857	4.9944908201418254e-05	1.2414079239886526
Rpl35	0.003061019595763778	5.141422824148882	3.511984901407066	5.4764263198506866e-05	1.5038444211834932
Mal2	0.0032949254382634505	4.979479819975918	2.7024777863319605	5.924526545470557e-05	1.9450894965728742
Ppic	0.0033805256776372958	3.854023234811022	1.2179509352064395	6.10883449793308e-05	2.5882503758738955
4930523C07Rik	0.003435041837446983	2.8558706291777223	0.9043108142698636	6.23823115314475e-05	2.7712533868381253
Bnip3l	0.0035309143475588454	4.160548343291039	1.9851413474204498	6.444085341674419e-05	2.0861636451273267
Car8	0.0035910560260334987	1.6424021079960922	1.818531516686614	6.586131702875427e-05	0.3737467010202884
Ubb	0.003653711475744921	8.563700917318448	5.632919557798572	6.733892407872955e-05	1.4536407130435238
LOC102641347	0.0037056129250436966	3.1964759025278977	0.5833277193181566	6.862863099514533e-05	2.787966145620607
Rps28	0.003770678205269284	6.000178886043849	4.552870248298591	7.048435249198433e-05	1.4112979531506358
Samhd1	0.003770678205269284	1.5339242575451155	0.0	7.051164853870458e-05	4.115432432725724
Rpl28	0.003789015897659643	4.3809088554186335	2.772888061381328	7.136845102862727e-05	1.6476728040270658
Pdcd6ip	0.003789015897659643	1.9374325109132886	0.29781292927242675	7.153585709867167e-05	3.1835246522370646
Foxp2	0.003823293527001735	2.5890896106772376	0.35677215161195286	7.252674046546491e-05	3.3710248595072163
Mrpl14	0.003962408740683937	2.613069940781123	1.2608809635425058	7.552195028544408e-05	2.339277682525321
Eef2	0.004043350304938376	3.950013277618132	1.844891624475901	7.742817719606887e-05	1.950087308042709
Rpl8	0.004079445194173134	5.165731905234417	2.8866031382064983	7.848613427609914e-05	1.78877185310793
Cdkn1b	0.004187213863193344	1.875232577520558	0.6799473420635848	8.093598674697193e-05	2.412791711335525
Prdx6	0.004204425057673744	6.528939905371545	4.113948829389963	8.164666119370032e-05	1.6544009216779871
Rpl31	0.0042110847457954735	4.901731786582552	3.472285533966615	8.215457968512251e-05	1.5119537140894408
Rpl27	0.004386553929551829	3.1288220488195018	1.4295640263754739	8.597219784611155e-05	1.9807364555429772
Acsl4	0.004709412500078952	3.845270650502986	3.6010820228178706	9.272330643866676e-05	0.43225884137280546
Actr2	0.0047525005154366836	5.47482128236206	3.3988127453807055	9.39989313491028e-05	1.7362336972903796
Rps21	0.004764094177610375	3.0950489049317835	1.6884143956099906	9.465655068343907e-05	1.7839262102187337
Gm10288	0.0049201579231183765	3.1788368133175346	1.6100970643293506	9.81996816445455e-05	1.9397105399813461
Emb	0.004929622468048458	1.5544305854000315	1.7190802057666241	9.883177293669031e-05	0.3937004521485292
Creb3l2	0.004950850912582603	2.1833912915121645	0.5899683019210374	9.970247275182082e-05	2.9075635821654786
Tet2	0.005077784578668295	2.6783365742857086	0.4633929776814727	0.00010271523241934428	3.1029391668537873
Fhl1	0.005146963396130933	1.9698894829842284	0.07267708354197899	0.00010457733772593642	4.49901883412834
Vapa	0.00532545435506427	4.380783655479345	2.222162685399568	0.00010914647112869822	1.8905937003578106
CYTB	0.00532545435506427	9.80372802690523	10.3714174103784	0.00010916152053894214	0.9181278273914427
Arglu1	0.005428465893496434	3.8801418545304314	2.246385044614899	0.00011176109769043276	1.8672237484976235
Actg1	0.00548329641975523	8.637744339991288	6.829027850486542	0.00011338291616863283	1.3010143490757917
Rpl32	0.0055810581789068146	7.0783724348712695	5.953362058181	0.00011590617992695085	1.2520666150712398
Klf6	0.005586658239595229	4.806382212192927	2.0598381952265123	0.0001165247425682004	2.1783292956741334
LOC102642137	0.005697622054190562	5.15968278131573	3.29203983387566	0.00011935142844793679	1.5733817319311825
Akap13	0.005703176370373217	4.254719097282991	1.9052748702904776	0.00011998051520878655	2.1291787219046157
Ank3	0.00579506403524795	2.4504652007518817	2.7420989263149025	0.00012243459932421725	0.4366563472196231
Cd200	0.005796358793459674	2.2786238380927215	1.819820701968606	0.00012319780430129787	0.413883289139691
Kcnj13	0.005796358793459674	2.0318487758821258	2.031917961657684	0.00012350418358805565	0.401381833016549
Psat1	0.005999517322467839	1.92390722488715	0.0	0.0001285322255802154	4.555897191463613
D330041H03Rik	0.005999517322467839	2.6390181670581265	3.804531470756485	0.00012925182513038385	0.43450881220446563
Notch2	0.005999517322467839	3.117692180964981	1.44873707883889	0.0001294510615294688	2.0291479624366273
Vcl	0.006032304188311669	2.5789248069911475	0.07484168453928111	0.00013102284229225957	4.140176203793065
Rpl19-ps11	0.006032304188311669	2.949303286199423	1.7218071388113607	0.00013124315504552944	1.8713923201829439
Tspan11	0.006102257683705701	0.8611754081564836	1.0775840136220434	0.00013331372985170235	0.48132830896046797
Hes1	0.006128802988455402	2.299088085821537	1.0603317335968832	0.00013444465784258905	1.9743570732053448
Rpl13	0.006367535120456377	6.079647586380256	4.1450613858070895	0.000140254077543092	1.4958172271362784
Tspan15	0.006563353274642054	2.2595468900241245	0.46674940880275817	0.00014515732316478875	3.510632994201666
Gm1821	0.006777936877729968	2.7949436729613883	0.9827817993589739	0.00015051248842931782	2.1528510811666615
Lims1	0.006781684131747854	2.329327854988593	0.8575046888548228	0.00015152601280589613	2.847162811462535
Ano1	0.006781684131747854	1.722802210937338	0.03355769024924896	0.00015181509923628658	4.159782843065367
Gsk3b	0.006856637328109656	5.270272381150752	2.412244923086371	0.00015410944277869407	1.9091838813845867
Cftr	0.0071483744344800065	1.2436976928261463	2.1642308582302485	0.0001613091776548127	0.37564122062018906
Rps18	0.007348158547543537	6.423146472673819	4.927976733494507	0.00016647810428670065	1.394985473833568
Trp53bp2	0.007390033392395964	1.5632851378352048	0.05928903378703328	0.00016809120275790512	3.6209691700938653
Ehd2	0.007414372040457131	1.9202181746167166	0.5019387229369905	0.0001700386961521961	2.9128119387645803
Sepw1	0.007414372040457131	2.8408675321339123	0.9805154614812673	0.00017026357260516888	2.5258406490550165
Tgfb2	0.007414372040457131	1.8278782955957968	0.08985109615478272	0.00017120422460814287	4.205295646853517
Dram1	0.007414372040457131	3.739577700525016	4.0114329066216365	0.000171311122394811	0.40490712022931175
Hsp90ab1	0.007416873235640243	7.364256027344418	4.817818912359363	0.00017203571831297154	1.4978877257500678
Sord	0.007763024189352314	1.1413705220941843	2.234923823878435	0.00018076267778856868	0.35885850476157566
Trf	0.0078264105193646	2.7794040209993676	2.6651149962804785	0.00018294225793713892	0.3577207796979621
Kmt2d	0.007834196758437417	3.3167309725768326	1.125575665180044	0.0001838285852694566	2.3417995720155966
