	adjusted_p_values	mean_all	mean_kmeans_0	mean_kmeans_1	pvalues	ratio kmeans_0 to kmeans_1
Rpl27	2.0860828734749083e-06	3.1288220488195018	5.011547852239098	1.7025504277508778	8.241043745621181e-09	2.224398031766623
Rpl41	2.1068983594929717e-06	7.230592861593147	8.834549531018206	5.693199527801394	8.561844274729686e-09	1.4693345820886794
Rplp0	2.1068983594929717e-06	6.829725006410066	8.785456118833352	5.365887710238805	8.693198393132268e-09	1.5371707080372405
Rpl18	2.1190692622102982e-06	4.530844028492892	6.710459430049298	2.8408131999663695	8.929446456509026e-09	2.0075070118267693
Rps18	2.137540025302283e-06	6.423146472673819	8.457729413590103	4.625929634323318	9.194931194786398e-09	1.6810962860056589
Rps16-ps2	2.2558568268877754e-06	1.5215045750195748	2.5841210355545474	0.3242129600246126	9.901926200016571e-09	2.7066047106863618
Wdr45	2.4018566589622205e-06	2.7377933944577393	3.6357791645635538	0.2286534529290489	1.0753637925298328e-08	3.773056717915117
Arglu1	2.4392803677093517e-06	3.8801418545304314	5.5756947819893	1.954842840261372	1.1135333080579957e-08	2.225395778209187
Krt8	2.6385002057118973e-06	3.67325035951735	5.633203254511181	1.3749361240091504	1.230407471826209e-08	2.7930028043506336
Kdm6b	2.6385002057118973e-06	1.6689209735676873	3.1801895456670963	0.5839824398800408	1.250803363255574e-08	2.6390378077573087
Tes	2.71419106946921e-06	2.1982335754510878	3.605367774362146	0.4722587402417672	1.320338667971872e-08	3.1280967458246334
Bsg	2.71419106946921e-06	5.287256631268321	7.455837768807	3.382432350411486	1.3546283919044871e-08	1.9294850650719217
Rplp1	2.71419106946921e-06	4.588840303439657	6.607545618768885	2.5974231721701764	1.3581677724496969e-08	2.114720802829423
Rtkn2	2.728229022891095e-06	3.2685389198195796	3.4904448792855125	0.08609773154368813	1.389143036850878e-08	4.134475884507346
Rpl37a	3.062661604845548e-06	6.173654559615912	7.5323959329243735	4.76669419887571	1.586314060976976e-08	1.4795991669868453
Atp5e	3.186088976656634e-06	3.5428872548603456	5.151763457237207	1.8934013496501028	1.678213840746186e-08	2.1261355456204294
Rpl27-ps3	3.3271136199446538e-06	3.414981862413285	5.1423235304992945	1.6068142758253816	1.7817042473586504e-08	2.3562566721614577
Rpl13	3.5219629862761655e-06	6.079647586380256	8.393860285814966	4.537731186801392	1.9169669488993265e-08	1.6963373571119267
Rpl32	4.08997135610503e-06	7.0783724348712695	8.48417228758028	5.819182027331199	2.2620331440138433e-08	1.3908079076886102
Egfl6	4.1294315770264786e-06	3.422578932067197	2.465951108112715	6.704804038087091	2.320109041609118e-08	0.44984286309937394
Sepw1	4.233018150900067e-06	2.8408675321339123	4.419755228445273	1.1003819603599456	2.4154699307216607e-08	2.580366490824593
