	GeneID	adjusted_pvalue	fold_change	GroupID	Vs
91	Sepp1	0.0014131815784542369	1.5297923105325015	kmeans_1	Significance vs. kmeans_0
92	Arhgef38	0.0017093868647394923	2.059765231797657	kmeans_1	Significance vs. kmeans_0
93	Atp6v1c2	0.0017679412835368573	1.9166904830968405	kmeans_1	Significance vs. kmeans_0
94	Tmem97	0.0019124250674931946	2.0536852311894847	kmeans_1	Significance vs. kmeans_0
95	Chia1	0.0019242293222717156	2.3133205090649573	kmeans_1	Significance vs. kmeans_0
96	Lrg1	0.0019462139569794178	1.748383464031356	kmeans_1	Significance vs. kmeans_0
97	Nupr1	0.0020802977769828006	1.907978895185757	kmeans_1	Significance vs. kmeans_0
98	Tmem163	0.002438820022955184	1.7608221613842137	kmeans_1	Significance vs. kmeans_0
99	Pla2g1b	0.0026968222857241845	1.8867788894971884	kmeans_1	Significance vs. kmeans_0
100	Nucb2	0.0029016978443517105	1.8983018256223834	kmeans_1	Significance vs. kmeans_0
101	Rmdn2	0.00290577958012089	1.9754144745970932	kmeans_1	Significance vs. kmeans_0
102	Acot1	0.0029650339023412674	1.9249098011785788	kmeans_1	Significance vs. kmeans_0
103	Kcne2	0.003196064256834917	2.147009024761209	kmeans_1	Significance vs. kmeans_0
104	Csn1s2b	0.003305940680841807	2.1833663988428964	kmeans_1	Significance vs. kmeans_0
105	Cyp4v3	0.003652274720350168	2.2758094150964765	kmeans_1	Significance vs. kmeans_0
106	Scp2	0.004338475812819333	1.4324757849024452	kmeans_1	Significance vs. kmeans_0
107	Hnmt	0.004402457166496354	2.0067253490439403	kmeans_1	Significance vs. kmeans_0
108	Ehf	0.004461701540310454	2.0176878103415032	kmeans_1	Significance vs. kmeans_0
109	Gstm1	0.004483789986353463	2.03376800842854	kmeans_1	Significance vs. kmeans_0
110	Lyz1	0.004543981226830321	2.317564328646885	kmeans_1	Significance vs. kmeans_0
111	Pon1	0.004550412667082772	2.1353206137545926	kmeans_1	Significance vs. kmeans_0
112	Npc1	0.0046039625637846965	1.9932650479876357	kmeans_1	Significance vs. kmeans_0
113	Entpd1	0.004844960115907128	2.109657852428103	kmeans_1	Significance vs. kmeans_0
114	Lrrk2	0.004973465367763658	1.8341051150840044	kmeans_1	Significance vs. kmeans_0
115	Mgst1	0.005170220128492547	1.334746108296158	kmeans_1	Significance vs. kmeans_0
116	Spg21	0.005324033478383008	1.8544840482580194	kmeans_1	Significance vs. kmeans_0
117	Tubb4b	0.005749516635556775	1.7048748878386062	kmeans_1	Significance vs. kmeans_0
118	Kcnj13	0.006022789568263968	1.8820562517315371	kmeans_1	Significance vs. kmeans_0
119	Snx7	0.00604249315249752	1.8785498592779344	kmeans_1	Significance vs. kmeans_0
120	Mettl7a1	0.00605240499086943	1.6003129501069908	kmeans_1	Significance vs. kmeans_0
121	Fasn	0.006091181249424783	1.5951400031435121	kmeans_1	Significance vs. kmeans_0
122	Gm10222	0.006230620557319574	1.3486815157778664	kmeans_1	Significance vs. kmeans_0
123	Itpr2	0.007164879838975155	1.795738334947701	kmeans_1	Significance vs. kmeans_0
124	Dpp4	0.007454919024096476	1.9398943938968711	kmeans_1	Significance vs. kmeans_0
125	Idi1	0.0075664651149132366	1.754121164772807	kmeans_1	Significance vs. kmeans_0
126	Tspan11	0.007808617570705388	1.8957522427552473	kmeans_1	Significance vs. kmeans_0
127	St3gal1	0.00835175736359124	1.7629894188889093	kmeans_1	Significance vs. kmeans_0
128	Rab27a	0.009049644780850196	1.850403427807574	kmeans_1	Significance vs. kmeans_0
129	Snx25	0.009465752868627596	1.86162723525169	kmeans_1	Significance vs. kmeans_0
130	Acox1	0.009669288745190128	1.7032107184951153	kmeans_1	Significance vs. kmeans_0
131	H2-D1	0.010202422135995008	1.4697675181890621	kmeans_1	Significance vs. kmeans_0
132	Akr1b3	0.010303529585834664	1.9006038547535666	kmeans_1	Significance vs. kmeans_0
133	Ccdc117	0.010550705338487384	1.7555382331894167	kmeans_1	Significance vs. kmeans_0
134	Gfpt1	0.0112539436674645	1.7373635421206246	kmeans_1	Significance vs. kmeans_0
135	Hacd3	0.011999106414473723	1.6951138824941945	kmeans_1	Significance vs. kmeans_0
136	Hdc	0.012308506499610019	1.8648065050690636	kmeans_1	Significance vs. kmeans_0
137	Grb14	0.012323541792406047	1.7189240655036637	kmeans_1	Significance vs. kmeans_0
138	Phf24	0.01286990894730901	1.844749239492192	kmeans_1	Significance vs. kmeans_0
139	Gem	0.013040451449231173	1.8974714716336227	kmeans_1	Significance vs. kmeans_0
140	Atp6v1b2	0.013285598675092658	1.8231480747062385	kmeans_1	Significance vs. kmeans_0
141	Abca3	0.013436062512218518	1.5712405130351714	kmeans_1	Significance vs. kmeans_0
142	Gm6505	0.014414333590342497	1.6546031040430031	kmeans_1	Significance vs. kmeans_0
143	Cox6a2	0.014634723682188235	1.4116549624937533	kmeans_1	Significance vs. kmeans_0
144	Plekhb1	0.016023513147802294	1.8785676177984119	kmeans_1	Significance vs. kmeans_0
145	Mmp15	0.01604645809420944	1.6403276996576968	kmeans_1	Significance vs. kmeans_0
146	Dbp	0.016902149260951904	1.615950674633051	kmeans_1	Significance vs. kmeans_0
147	Urah	0.017225607444796898	1.7210142492898097	kmeans_1	Significance vs. kmeans_0
148	Tmprss4	0.018544229419721087	1.8235001671404065	kmeans_1	Significance vs. kmeans_0
149	Ly6c1	0.01954019406358604	1.9413025785560059	kmeans_1	Significance vs. kmeans_0
150	Tgoln2	0.02031037120670718	1.3982654895147952	kmeans_1	Significance vs. kmeans_0
151	Deptor	0.021460483789924354	1.6563386241889546	kmeans_1	Significance vs. kmeans_0
152	Oraov1	0.021886011122510318	1.7756602958813992	kmeans_1	Significance vs. kmeans_0
153	Etnk1	0.02189196109028613	1.7583309186125438	kmeans_1	Significance vs. kmeans_0
154	H6pd	0.022738194318181085	1.8158858432744878	kmeans_1	Significance vs. kmeans_0
155	Gm10260	0.023170076183755557	1.643994855068113	kmeans_1	Significance vs. kmeans_0
156	Steap2	0.023449600621491082	1.6917282038991939	kmeans_1	Significance vs. kmeans_0
157	Cracr2b	0.023717331191650745	1.6040380699370627	kmeans_1	Significance vs. kmeans_0
158	Gm17056	0.024009878689778174	1.6478571457208544	kmeans_1	Significance vs. kmeans_0
159	Rnf186	0.02514802773704417	1.7851925539485052	kmeans_1	Significance vs. kmeans_0
160	Nrn1	0.025238958587570817	1.768416485175524	kmeans_1	Significance vs. kmeans_0
161	A530041M06Rik	0.02552406215623995	1.5156997135986896	kmeans_1	Significance vs. kmeans_0
162	H2-T23	0.026122419225936788	1.8248706241872543	kmeans_1	Significance vs. kmeans_0
163	Tspan12	0.026741360098392966	1.8577456989681564	kmeans_1	Significance vs. kmeans_0
164	Tmem154	0.02731077770755376	1.7598730302136645	kmeans_1	Significance vs. kmeans_0
165	Fbp2	0.02813659500123125	1.7458312861437697	kmeans_1	Significance vs. kmeans_0
166	Zdhhc3	0.028805787095991544	1.574610833219519	kmeans_1	Significance vs. kmeans_0
167	H2-DMb2	0.030497310833140254	1.327212046636696	kmeans_1	Significance vs. kmeans_0
168	Slpi	0.03094151431044899	1.6129587909809648	kmeans_1	Significance vs. kmeans_0
169	Adcy7	0.031260660182970634	1.777500132346514	kmeans_1	Significance vs. kmeans_0
170	Gm43361	0.031260660182970634	1.7641513163049756	kmeans_1	Significance vs. kmeans_0
171	Xdh	0.03390580810861929	1.7119094270230932	kmeans_1	Significance vs. kmeans_0
172	Thsd4	0.033923079847626124	1.7589803357736256	kmeans_1	Significance vs. kmeans_0
173	Dmkn	0.03436647987671032	1.68312492217977	kmeans_1	Significance vs. kmeans_0
174	Epas1	0.03611235173551314	1.6586743261520325	kmeans_1	Significance vs. kmeans_0
175	Ramp1	0.03611235173551314	1.6284004969011505	kmeans_1	Significance vs. kmeans_0
176	Gm26522	0.03635401468620449	1.6190140837755764	kmeans_1	Significance vs. kmeans_0
177	Plin2	0.037138647362637695	1.8140516712619283	kmeans_1	Significance vs. kmeans_0
178	Slc5a3	0.037621852706579154	1.7253382405985294	kmeans_1	Significance vs. kmeans_0
179	Ncapd3	0.03777611152718569	1.5284575285890671	kmeans_1	Significance vs. kmeans_0
180	C130089K02Rik	0.03857688007919705	1.7557336277419147	kmeans_1	Significance vs. kmeans_0
181	Jade1	0.0388314190548298	1.5704677984627433	kmeans_1	Significance vs. kmeans_0
182	Slc31a1	0.039989542479113085	1.5714617458111444	kmeans_1	Significance vs. kmeans_0
183	Dtl	0.04002376441135905	1.505690777064251	kmeans_1	Significance vs. kmeans_0
184	Dock9	0.040197813150851074	1.5285977927613148	kmeans_1	Significance vs. kmeans_0
185	Cdc42bpa	0.04050686974500651	1.673293068393518	kmeans_1	Significance vs. kmeans_0
186	Tmem50b	0.040850482857596744	1.5356398158716047	kmeans_1	Significance vs. kmeans_0
187	Paqr8	0.0415536576200662	1.748427922235885	kmeans_1	Significance vs. kmeans_0
188	Copg1	0.04184655973507201	1.647113892509667	kmeans_1	Significance vs. kmeans_0
189	Antxr1	0.04240545474502623	1.736540280012583	kmeans_1	Significance vs. kmeans_0
190	H2-K1	0.04340624022269047	1.478712566320881	kmeans_1	Significance vs. kmeans_0
191	Gm5524	0.04356295793526825	1.499204712609886	kmeans_1	Significance vs. kmeans_0
192	Tnfaip1	0.04528323544256787	1.538088313737422	kmeans_1	Significance vs. kmeans_0
193	Ofd1	0.045495875672812554	1.5206891530228457	kmeans_1	Significance vs. kmeans_0
194	Cdadc1	0.045543109408657724	1.6880664205198874	kmeans_1	Significance vs. kmeans_0
195	Ddit3	0.045966342747953005	1.614611455219669	kmeans_1	Significance vs. kmeans_0
196	Ttn	0.046047120395317415	1.6850114166537364	kmeans_1	Significance vs. kmeans_0
197	Ybey	0.04619538279200375	1.5749544022749882	kmeans_1	Significance vs. kmeans_0
198	Mob3b	0.046470408081574315	1.7383733113040194	kmeans_1	Significance vs. kmeans_0
199	Ddhd1	0.047313102099060936	1.6589072415954411	kmeans_1	Significance vs. kmeans_0
200	Retsat	0.04763685829499406	1.7949871457310553	kmeans_1	Significance vs. kmeans_0
201	Lrrc8c	0.04922667815416097	1.695541537664057	kmeans_1	Significance vs. kmeans_0
202	Svep1	0.04949776043113398	1.5790309533678881	kmeans_1	Significance vs. kmeans_0
203	Iah1	0.04961345679141027	1.6309864423986753	kmeans_1	Significance vs. kmeans_0
