	adjusted_p_values	mean_all	mean_kmeans_2	pvalues	ratio kmeans_2 to kmeans_1
Bsg	9.36453207151241e-07	5.287256631268321	3.439749317109735	4.754818000067582e-09	1.8866998192010584
Scd1	1.0299006611132534e-06	4.227234343623395	8.154787219185758	5.354775023875e-09	0.4327233199827467
Rps10	1.0299006611132534e-06	4.331706845931677	2.406623973469331	5.409615658478089e-09	2.1161976598653927
Rps7	1.1060719110509276e-06	5.354177362016411	3.3951336790711153	5.952149239931234e-09	1.9153629387832762
Ppp3ca	1.1060719110509276e-06	3.69034577035019	1.3185624003165421	6.0033667587461705e-09	2.506471492174177
Dynlt1c	1.1712403639159798e-06	1.3776431048375228	0.46283414964286906	6.551903115301087e-09	2.2885580602180853
Cav2	1.1712403639159798e-06	3.171753831221182	0.5571028759585572	6.584020386336039e-09	3.5639209894909856
Kdm5b	1.1712403639159798e-06	3.016265382312388	1.516734764358554	6.664678600589923e-09	2.5234739029327873
Gm26619	1.17579198510555e-06	2.2386132132494154	1.1992410756838559	6.793510550377861e-09	2.1264203921616107
Rps14	1.248846907457921e-06	7.338618434011416	6.1781591856689575	7.3249359012239085e-09	1.3491932457757758
Rpl41	1.3234730840541679e-06	7.230592861593147	5.807976754538934	7.878505621612835e-09	1.4333748412528562
Wdr45	1.3294355268901838e-06	2.7377933944577393	0.32426553938614866	8.03038180472929e-09	3.3890018729428664
Khsrp	1.3342600441044275e-06	1.3937271375301543	0.3298238706300192	8.176328730395687e-09	2.226286260261375
Klf5	1.818770548847756e-06	1.5042823334776854	0.2533555753258655	1.1304623038447927e-08	2.9599672051853605
Hc	1.910605153232219e-06	3.2144572531457465	6.552929192763025	1.2042683273458792e-08	0.3865525464080859
Gm1821	1.931226496614739e-06	2.7949436729613883	1.4925016577949703	1.2341725838472902e-08	2.213278896167393
Lgals3	2.2576065079848335e-06	3.225050828707054	0.6545765678706321	1.462513189099866e-08	3.0061283961191436
Myh9	2.478175783614637e-06	4.11848606805405	1.8784713856502853	1.6270960673299288e-08	2.084134391170019
Rps2	2.7015635620225424e-06	4.404926439592514	2.869332305365855	1.7974160090494023e-08	2.0094740747396673
S100g	3.354788919198832e-06	2.127255174118344	4.518483251654348	2.261391462648254e-08	0.35474963276221627
Tceb2	3.4424545756855234e-06	3.2114627709522052	1.5302395566771554	2.3506211757285373e-08	2.2179419176184383
Rplp1	3.6611026917134212e-06	4.588840303439657	2.80015122435077	2.5319715717881492e-08	1.9865212793254017
Myo1c	3.89736288540355e-06	2.002023976909835	0.3027881681013756	2.7294846435462144e-08	2.7823983747242504
Gm37486	4.121472389074528e-06	0.3083870551181534	0.023919486707473746	2.9225182834197388e-08	1.4178727255392873
Fau	4.2740271385629365e-06	4.823140760022509	3.0425339867317818	3.0682716604723774e-08	1.8848975093776914
Gm11808	4.2740271385629365e-06	2.981100331098184	1.4052961508562223	3.105526153381106e-08	2.2268748027309537
Rps15	4.306743841741647e-06	4.6598619904976495	2.9348474960034823	3.167000636490399e-08	1.8154059598740406
F11r	4.490607066461783e-06	3.37026845831901	1.5808545956093558	3.341517995703857e-08	2.497263405603941
AU021092	4.701214108541893e-06	2.360519818730774	0.8307395887682483	3.5393890688488375e-08	3.0185353088572855
Crip2	4.753191583421122e-06	4.7911357648929656	2.463882728610361	3.6201319071840815e-08	2.1815076571329115
Uqcr10	4.761701543731549e-06	2.7819947425640548	1.5146860402686864	3.672323743474077e-08	2.172674121493589
Gm12918	4.761701543731549e-06	2.3216918249636316	1.2149607997828178	3.7099836942318816e-08	2.1179503736238527
Rpl37a	4.769532525810626e-06	6.173654559615912	4.62050952771182	3.798181002821073e-08	1.5100842637779652
Rpl13a	4.769532525810626e-06	5.616874211329502	4.276970262589116	3.799592575057051e-08	1.5233914103702266
Rpl32	4.814185315454276e-06	7.0783724348712695	5.844512289111853	3.87730936725723e-08	1.3728088114825139
Lamc2	5.4267468383179515e-06	3.3149087361372	0.8456265299762366	4.473077372564833e-08	2.9792473563065744
Fhl1	5.4267468383179515e-06	1.9698894829842284	0.023890948709456426	4.4839134843378905e-08	3.4501913273178215
Rpsa	5.4267468383179515e-06	6.003472640318571	4.297613676543167	4.528452210154097e-08	1.7301590156428135
Krt18	5.4267468383179515e-06	4.488494714214038	2.7665896704322437	4.560690680894015e-08	2.0576697738991
Tgfb2	5.476999271993766e-06	1.8278782955957968	0.03061233977431209	4.6508704314400354e-08	3.1785040732136736
Cldn4	5.8854373048359455e-06	0.8557361511400536	0.0	5.049223985589798e-08	3.433706466741242
Rpl15	5.913656367921007e-06	5.672359694495995	3.701215136631902	5.125203365352182e-08	1.8733690822788633
Pxdn	6.030742132477881e-06	1.939014300493409	0.031366593481455846	5.279473109058812e-08	3.332469817694889
Rps16-ps2	6.124194641686606e-06	1.5215045750195748	0.46394789996531693	5.414896776769213e-08	2.3977157496564923
Dsp	6.266825119672443e-06	1.781819003949782	0.5267123109486901	5.595869405642907e-08	2.931783288369917
Rpl11	6.503434214083303e-06	4.9981514385611785	3.0860568507928225	5.864078823869213e-08	1.8966831415647798
Cldn10	6.896984139058437e-06	2.1367988418351316	1.0765021077375805	6.334451426561223e-08	3.005288821895872
Psat1	6.896984139058437e-06	1.92390722488715	0.08124766087246692	6.339694778964685e-08	3.400207521935534
Atxn1	7.4087254512166905e-06	3.3349772289954487	0.9826178175096941	6.909465535051396e-08	2.620135847401184
F3	7.4087254512166905e-06	2.567424198331258	0.5233907586581463	6.939802357350835e-08	3.597319048615395
Rhoa	7.852606923786575e-06	4.627360989577546	2.5337582067228746	7.424332905269633e-08	1.9226888215286038
B4galt1	8.45174059571461e-06	3.1120174341426794	1.419652115467082	8.069408336041574e-08	2.3813084034285357
Jup	8.45174059571461e-06	2.127896519631368	0.7611047800472815	8.138767972762033e-08	2.498716983229603
Cox8a	8.521550221448155e-06	2.890892469371237	1.8563702171810956	8.280592441396701e-08	2.1252322801659114
Arhgef26	8.663767592253448e-06	2.441784920922134	0.2635833640708016	8.494633374178291e-08	3.3297444417173714
Dpysl2	8.760113967037819e-06	6.518149657450423	3.0916513736666866	8.729228579946673e-08	2.0866135245478006
Gapdh-ps15	8.760113967037819e-06	5.306416963729135	3.490136888132271	8.742475638994234e-08	1.8239934630845558
Rpl38	8.816002505765645e-06	4.234690338050548	2.779601161054926	8.875429293207119e-08	1.7143612028195847
Grcc10	8.898771195880171e-06	2.3918055999822627	1.3120052857539328	9.03665813465902e-08	2.3070329898082313
Rpl18a	9.519749989040796e-06	7.428800264655219	6.111689948658546	9.853677806897497e-08	1.39055286823604
Baiap2l1	9.519749989040796e-06	2.4265187883959634	4.831336924210076	9.903392354611223e-08	0.3429081308202655
Rps26-ps1	9.519749989040796e-06	1.1512695605270544	0.2925946735721281	9.917274347333054e-08	2.0017947231513356
Atp5e	9.73962697907854e-06	3.5428872548603456	2.012100314579141	1.0365470038643528e-07	2.007077181334441
Bcam	9.73962697907854e-06	1.071379048813423	0.06772942186586463	1.0428802252572373e-07	2.75456179180659
Sema3e	9.73962697907854e-06	1.604413544008499	0.14124359021190952	1.0503133431256216e-07	2.9851032488738714
Egfl6	9.73962697907854e-06	3.422578932067197	6.20221029882499	1.0546199633816735e-07	0.46696819528074285
Gm43519	9.73962697907854e-06	1.2540521301997725	0.009281914324260352	1.0572649438901679e-07	3.4982796666399465
Gm11478	9.79099051213863e-06	0.5988453278644418	0.11837363967319564	1.071411900566689e-07	1.9169294024032908
Upf1	9.835948950147875e-06	1.0977781562719975	0.19792891511411387	1.0849422811158472e-07	2.5591191533883744
Gm4604	1.0432916880550842e-05	1.0511791010136133	0.3292070452076617	1.163828762750345e-07	1.9641568702891719
Cdkn1b	1.0432916880550842e-05	1.875232577520558	0.5365010095273155	1.1690566057169814e-07	2.235720596113085
1810022K09Rik	1.0532513002020882e-05	1.9759093845449038	0.8428047959192356	1.1894372557652926e-07	2.369372105570617
Capzb	1.1132711496582662e-05	2.072779670098821	0.5075179982195707	1.2669635774802995e-07	2.9064777616757613
Rps29	1.1146914731667668e-05	5.363893862324262	3.8114537046965458	1.2783382910342857e-07	1.6000370858118385
Rps26	1.2023852957203992e-05	5.354604856807732	3.720159140268964	1.3894323648349182e-07	1.6715869862858541
S100a11	1.3166078180110869e-05	6.354602739499074	4.791351693772345	1.533753661915499e-07	1.5095053544767882
Rpp21	1.3166078180110869e-05	1.939110733032489	0.5377669300025545	1.5444755984722546e-07	2.5690576716667572
Hcfc1r1	1.328641322197158e-05	2.332825198257839	1.0257093291980384	1.5794213409951412e-07	2.4933681211106595
Erdr1	1.328641322197158e-05	0.7138426957060604	0.16858360763259184	1.581854327399225e-07	2.207243551063053
Rpl28-ps1	1.3499207463782152e-05	2.556616891014567	1.232745534683568	1.6190067605166375e-07	2.1412597591738214
Gm7536	1.4644005184273813e-05	3.595183231931288	2.433945718995529	1.7691260749626072e-07	1.7909896413316062
Tmf1	1.473879438047604e-05	2.7277475187166726	1.0764164613790743	1.7934801881171055e-07	2.3691697231743594
Isca1	1.622903595840105e-05	1.6587530012472733	0.8895547336039257	1.9890265553498618e-07	2.7097518864538612
Actn4	1.6239476506323987e-05	2.6437791501963286	1.0808342457037736	2.00452261874436e-07	2.442980590445458
Ptrf	1.640683731349665e-05	4.300166025354171	1.7907720191465595	2.0395438138111917e-07	2.1855437385950154
Igf1r	1.6453617365608176e-05	0.838722184656452	0.01975243462834507	2.0824778455379497e-07	2.7411639645850125
H2-Aa	1.6453617365608176e-05	2.241806824346502	5.101922103323734	2.0861862194525528e-07	0.2562978767139516
Qk	1.6453617365608176e-05	4.963288069659588	2.0524887639631366	2.0885708815663005e-07	2.236385164951352
Rpl8	1.7261822459751857e-05	5.165731905234417	3.5776397848602945	2.2062733775048335e-07	1.7256371897281348
Scgb3a2	1.7850780592627483e-05	1.3727912256875607	0.3316292955662899	2.2997266074653868e-07	4.845868638204919
Fam134b	1.7850780592627483e-05	2.045139754980296	0.3170007338593016	2.3261209527706635e-07	3.1073453234667157
Rps5	1.7850780592627483e-05	6.1694159636199055	4.650567627625577	2.3284306296957845e-07	1.5627135369788894
Tjp1	1.7887736630116087e-05	2.584091697254776	0.6968505228646711	2.3489105265844462e-07	2.4668554871119444
Tcf20	1.8102289534226324e-05	1.0802965640594788	0.43228985949232124	2.3929315588445897e-07	2.502882509836774
Prdx5	1.8258750000402417e-05	2.183771674545628	1.2237080163357328	2.429598179165865e-07	2.353736518397822
Rpl31-ps8	1.9447457060206037e-05	3.750307473142383	2.2144173651409624	2.6215187828321355e-07	1.8513701118376285
Pgrmc1	1.9447457060206037e-05	3.016272447115402	1.0847755442275924	2.621822977564326e-07	2.6891300463357846
Minos1	2.016944032909514e-05	3.053209120070654	1.9475543576577257	2.7368145417226176e-07	1.9082196272722916
Rhog	2.0263926989311066e-05	1.1995343325574184	0.120724036044378	2.771861906560856e-07	3.196687029682493
Fbln5	2.0263926989311066e-05	2.3601543530599622	0.10941712154110728	2.7851147135794777e-07	3.060175646610036
LOC102642137	2.2743040784228177e-05	5.15968278131573	3.779250920682448	3.1457589459056745e-07	1.6372217399139737
Fam129b	2.3550314325156076e-05	1.3244447218136493	0.30817818024192084	3.2780355228047064e-07	2.6213981404810363
Gpc3	2.4377117864314036e-05	1.9656153038890043	0.8586505098267555	3.4144610507662137e-07	2.37482820755271
Rps28	2.508333971901725e-05	6.000178886043849	4.510254052652551	3.535338960659877e-07	1.5342198552090838
Cnn2	2.817150340917692e-05	3.808048252035486	1.497899830892394	3.9952582966704553e-07	2.3942210319769766
Sod1	2.855340590176336e-05	6.429652577336303	4.73001196504158	4.0744157944387884e-07	1.5447339135395661
Rrp1	2.9257191325670152e-05	0.8159401589898506	0.238180719712862	4.202800858816106e-07	2.7947357526444576
Lmo7	2.9257191325670152e-05	5.273326826914959	2.6221673468592726	4.2260672054062636e-07	1.9500366465887795
Actg1	2.9442818811074347e-05	8.637744339991288	7.444098803268609	4.278655276755967e-07	1.304629100392046
Enah	2.980664250592531e-05	0.624797028436975	0.057310421155298066	4.3576199759165947e-07	2.982398467517105
Gm8399	2.9879560206869656e-05	1.1607325397364658	0.3384293008208856	4.3944376387587343e-07	2.156763179714251
Rps9	2.9977481922303134e-05	6.451536344504713	5.078106148320515	4.4536965574697023e-07	1.47843834667219
Rps19-ps6	2.9977481922303134e-05	2.310729921468769	0.8519747358646332	4.461325332041962e-07	2.0867162216358186
Cox4i1	3.108811691943035e-05	5.215980135826213	3.7432573202193384	4.6538282353344925e-07	1.6507585008243417
Ctgf	3.185681997921831e-05	1.318139503871533	0.16398045288337995	4.796789841920291e-07	3.0568784015222747
Rpl35	3.738283929877682e-05	5.141422824148882	3.8050346551518546	5.661587322672144e-07	1.588269595842982
Ier3	3.773073999939058e-05	2.4444514214383384	0.8602150510803918	5.747306977058531e-07	2.8522517778574388
Lyrm4	3.887967250740385e-05	1.4341904113326434	0.5801354268097468	5.956353575064058e-07	2.607290672078547
Dpm3	3.98458237523172e-05	0.6457551393283906	0.12716605107087733	6.139249742106125e-07	2.4724136432121377
Rpl19	4.065915746805083e-05	6.139588551142948	4.681546941035816	6.300158340055149e-07	1.5231338490287354
Rpl18-ps1	4.112718789274734e-05	0.428372673131178	0.07516542326665901	6.408683747622364e-07	1.4587297997413167
Rpl31	4.2240514101370364e-05	4.901731786582552	3.4770630020297344	6.619147355462922e-07	1.6051669394381867
Eif4e	4.298953888646598e-05	2.0260532018846114	1.0419148580532218	6.774154775071239e-07	2.7985313141607215
Rpl19-ps11	4.3635638011717925e-05	2.949303286199423	1.3974225478863318	6.914164825458237e-07	2.0797076892460966
Morf4l2	4.623402456161107e-05	3.0873426924937943	1.875687146638014	7.366359511698516e-07	2.076536754583293
Ndufa13	5.0004317328680976e-05	2.8698158835770147	1.8163414562887248	8.010846599972528e-07	1.9314731791156179
Mrpl52	5.062989017776764e-05	1.5847842188078276	0.7064613481164624	8.155388070304863e-07	2.2431947883509915
Rpl10a	5.168105806689613e-05	5.277718547150234	3.8100586114781163	8.369951625996484e-07	1.6359680115429176
Dapk2	5.2380031591668805e-05	1.6315078837539692	0.4451084724684898	8.529008032960166e-07	2.696832433886324
Gm10275	5.476880445009737e-05	1.3471004021178141	0.48397851082134974	8.995255308569436e-07	2.216628067301554
LOC102641315	5.476880445009737e-05	1.6711243152406312	0.7275462924553061	9.013862590053669e-07	2.426761083961449
Rps23	5.5042224374805024e-05	6.103785035951806	4.9815388465197366	9.131878173992378e-07	1.411521923929031
Gja1	5.5042224374805024e-05	6.107602725877819	3.491764970985485	9.155232978388299e-07	1.8461955855092165
Actr2	5.8835200590330846e-05	5.47482128236206	3.7595916976745416	9.837628742671095e-07	1.6386610843675269
Chil1	5.975110219785012e-05	3.7366147797774065	7.30188823611339	1.0043081171309835e-06	0.4781785845123208
Eif3l	6.266992149947058e-05	1.3624063125840549	0.6803313315681936	1.0588544908866167e-06	2.675037023787316
St13	6.512581878703798e-05	4.321622278153878	2.9664249169325156	1.1060499732719397e-06	1.8872301736823416
Ywhae	6.547752826623944e-05	5.857170872483381	3.9622445588815336	1.117755231718173e-06	1.6461310092105421
Klhl9	6.576656805760008e-05	4.994162617682243	3.3639541546279794	1.1284467599833334e-06	1.7541888396528476
Ric1	6.59230923617222e-05	2.221847981743085	0.6432753701540668	1.1369035450634048e-06	2.413331029612901
Prdm16	7.359703502948933e-05	1.070193986752366	0.1744820357739296	1.2821220384931962e-06	2.2974519064624093
Hsp90ab1	7.359703502948933e-05	7.364256027344418	6.336785249444728	1.2821334124895715e-06	1.3307688343840387
Sftpc	7.466335781876331e-05	9.543054871756373	13.86227270803411	1.307246044274942e-06	0.683451405582926
Ftl1	7.7088032301787e-05	7.25874618809112	6.442462151967465	1.3564470360377472e-06	1.3490572977423392
Timm10b	7.823497806051967e-05	1.457186747112404	0.5785261179562471	1.3834776825899478e-06	2.483921791473478
Nfkbia	8.305616079793513e-05	3.305785954853012	2.35234687799202	1.4760046084199275e-06	1.958287693741087
Plp2	8.399954970402291e-05	5.08939214362453	2.739544322736303	1.500123272312061e-06	1.9960057239027242
Pdlim2	8.553068754074983e-05	2.2788818149520917	0.6802525949165515	1.5349549983238829e-06	2.7805182948531284
Tacstd2	8.657567359847769e-05	1.3488337577104275	0.4095868490328798	1.5612876443391758e-06	3.136496392814593
Uba52	9.086226643332892e-05	5.03153124245071	3.4287883591044337	1.6465454917008742e-06	1.7303486748552217
Rpl17	9.238119922130652e-05	5.743612212908785	4.7775085803631	1.6821578777932027e-06	1.4005634552201365
Rpl7	9.260577215093146e-05	7.544565612228192	6.710030475397252	1.6943540558123678e-06	1.27194894469372
Col4a5	9.406149814131951e-05	1.6352220113498794	0.2827478755573346	1.7292230245712246e-06	2.811767534601341
Gm11361	9.493528922310256e-05	1.4255004434446896	0.39249314658762996	1.7535976561388988e-06	2.1013365171947336
Gm10123	9.605550237705825e-05	3.378852046296857	2.329078043805148	1.7877900808386773e-06	1.7572710731473324
Kif1b	9.605550237705825e-05	1.4947376655521059	0.33085031928773573	1.7911075905027934e-06	2.731636601346109
Myef2	9.687746338986684e-05	2.2224500812271586	0.9333489311603028	1.8149152731709277e-06	2.655913549602452
Pfn1	9.9618349452077e-05	3.2609677577091634	1.8341914284317438	1.8749842538909704e-06	2.057581994879583
Fam13a	0.00010271356548424698	0.925797157254176	0.4266085051461544	1.9422332263501137e-06	2.6744755007024397
Skil	0.00010319614767450044	4.439052461935576	2.7232664660056565	1.965169689287261e-06	1.9019215819266604
Elovl1	0.00010319614767450044	3.0059253472847898	5.519162815045488	1.9694266123646237e-06	0.3793448930980301
Ptprs	0.00010614224910849962	1.2266472971396642	0.28600739989232693	2.0349428831971825e-06	2.575861798148161
Egr2	0.00010632494764750248	1.2591848699033044	0.4848293178856395	2.0477535220564254e-06	2.533285517625302
Rpl24	0.00010737834975599703	6.032628810446636	4.638623924446558	2.091799211947845e-06	1.4875545042410423
Adrb2	0.00010737834975599703	2.2451877938301923	0.8948618264079804	2.0942041494260846e-06	2.6560839674772874
Rpl27a	0.00010737834975599703	4.163563256263649	3.0613373708938254	2.101714860841884e-06	1.6784755717859412
Etl4	0.00010737834975599703	1.724650257970209	0.6049983597194151	2.105642155768479e-06	2.5203966556107686
Eif3g	0.00010828952081924376	1.1439627767338731	0.1436299625483565	2.1329897736435128e-06	2.913000050444668
Rgcc	0.00010908403369219011	4.3132512024648335	1.981566424260851	2.1581888833436895e-06	2.0619183589031573
Sfn	0.00011039077537160735	0.7050068839339199	0.10794579767469542	2.2015225973865856e-06	2.815711973656057
Snrpc	0.00011039077537160735	0.7198795632691025	0.10076657781066965	2.203370111592968e-06	2.4172373775846507
Gm12174	0.0001109218700657369	1.093561699132451	0.349137144315793	2.2236810159374726e-06	1.8647836313284658
Rps8	0.00011208828677614847	6.260366920218792	5.251170732336852	2.256876998906955e-06	1.3637755584319444
Pde7a	0.00011242812331358499	2.922204793498564	0.751169329499204	2.273561803855216e-06	2.739418882284501
Gm7336	0.00011527614106908508	1.6254184962150893	0.46001552238372867	2.34124702162547e-06	2.316523439680696
Glo1	0.00011722929500079384	2.470802502007017	1.444631936493985	2.391177951079836e-06	2.2674562965768352
2410006H16Rik	0.00011922848620955194	2.4843558473776137	1.4267911454174682	2.4423939221776375e-06	2.137472107375687
Rpl39-ps	0.00011942261243258404	1.3283053014364536	0.44494765011406295	2.456825170415587e-06	1.9998788456186114
Fam174b	0.00012101725790375582	1.998825562173317	0.3361490766428037	2.511184938375569e-06	2.674889243347647
Il33	0.00012101725790375582	1.992471251775294	4.401251242038951	2.512002506325848e-06	0.2857542329222288
Acsl5	0.00012101725790375582	2.2758688105850204	4.207177614545565	2.5214135849683868e-06	0.37609302623879076
Lcn2	0.0001229677802026541	1.6486745557382942	3.7633673325435995	2.579361799019918e-06	0.29235235842280216
Rpl26	0.0001229677802026541	6.1755624825230075	5.3959759019174545	2.5835828809101795e-06	1.327032385976888
Oaz1	0.0001269217624421094	5.885845862383856	4.901419403257832	2.677768077435732e-06	1.4601501019418255
Gm8186	0.00012748566318248616	1.7408740279712624	0.9777764630169672	2.7008255703546923e-06	1.9839497786597369
Eef1b2	0.0001275086765562321	4.224778863877956	2.9057967560538818	2.712475567115854e-06	1.7991328344162338
Dynlt1-ps1	0.0001278157638806826	1.0029148032851911	0.31650366104950145	2.7365407829247867e-06	1.929730087825176
Btf3	0.0001278157638806826	4.579399895780191	3.160879289811156	2.741386864288474e-06	1.710232431525833
Wdr89	0.00013016062796256415	1.1292802140153926	0.4170898072476301	2.8030740154767383e-06	1.8582060696959064
Marcks	0.00013223666830629706	1.8356374447219899	0.19161787135360767	2.859358931248829e-06	2.84525732726175
Cox6a1	0.00013224292451905978	5.365205651252351	3.8795120520549577	2.8710711092293465e-06	1.64330313559204
Pak1ip1	0.0001332834264295013	0.9599196829405114	0.1946035109209346	2.9053290012208545e-06	2.588527481500693
Tuba1c	0.00013707792880870723	3.0445435973235577	2.1377241548983874	3.0000422132694397e-06	2.1235859525478222
Arpc4	0.00014093735015620709	1.705916851484073	0.3739862037711606	3.096846265360061e-06	2.5630824935247234
Snhg11	0.00014123764482893163	1.482489769941359	3.418908920080486	3.116701527533771e-06	0.2696393871821882
Nisch	0.00014123764482893163	2.4178844543441076	1.1953473399566223	3.128173346907091e-06	2.269755026490797
Igf2bp2	0.00014974847737696937	1.1613084742270219	0.2391752093500183	3.3297831790029082e-06	2.5289601051970103
Tfdp2	0.0001543012388105932	1.2653026489277865	0.301947115109298	3.444525597189991e-06	2.5143414638804513
