	adjusted_p_values	mean_all	mean_kmeans_0	mean_kmeans_1	pvalues	ratio kmeans_0 to kmeans_1
Agrn	1.4812046706958342e-21	3.096647583735187	5.516489283773597	0.40819670285698556	2.8644956711768944e-24	4.627541926886192
Lyz2	2.174881802065121e-20	4.665559878342134	0.29290429981351584	10.238247337549325	4.397176639196359e-23	0.11504501200055042
Msln	2.832848211932442e-20	2.7962235636739377	5.252296278797624	0.0631378713555803	5.976473020954519e-23	5.880983499181982
Limch1	3.085366423602339e-20	3.9848441864836595	6.810826316428274	1.3349051073822378	6.780429025145788e-23	3.345243578307697
Cd74	3.835082009952054e-20	2.0506724091943735	0.0	4.164378732486094	8.765131176050755e-23	0.19363413331977056
Dpysl2	5.616018834347143e-20	6.518149657450423	9.76996701125961	3.091651373666687	1.3329158625823916e-22	2.6321810016790907
Col4a3	5.799563171858352e-20	3.6982911669273717	7.0656331078517205	0.7564521383026355	1.4274592898385537e-22	4.592002783318664
Lgals3	1.2289804227587927e-19	3.225050828707054	5.6736374869636945	0.6545765678706321	3.1329493899441797e-22	4.03344131456689
Clic3	3.008879426620587e-19	5.084369914399454	7.4397895649266115	2.23866043333507	7.934808614505767e-22	2.605950743726345
Gprc5a	4.1053987423937557e-19	4.933044470950694	7.67956372617458	1.7750179373210637	1.1187355926002675e-21	3.12775049467018
Pmp22	4.470131191531813e-19	2.8405871051867764	5.731149252229669	0.3231039554477614	1.257420869629202e-21	5.087392585076001
Egfl6	4.545158865449407e-19	3.422578932067197	0.9173966617196757	6.202210298824989	1.3184796286904924e-21	0.2662233650734263
Etv5	3.914778090883814e-18	3.1742832122354088	0.4084518661098609	5.87630094144113	1.1700286136607743e-20	0.20482696701384895
Myh9	4.569706475818385e-18	4.11848606805405	6.121949084584819	1.8784713856502855	1.4059399319061487e-20	2.4742122225320906
Actb	5.272636953400648e-18	10.206408129833614	11.466951032825673	8.445864575950864	1.6685559979115973e-20	1.3198316504099035
Itgb6	1.7062539708564033e-17	3.085272488398372	5.795738938915261	0.13641537893715575	5.549525045858555e-20	5.979977977129319
Emp2	2.6817177820686115e-17	6.616462005872445	9.41585212526159	3.9768946931126297	8.957918048400777e-20	2.092841574421047
Qk	2.9053668363921585e-17	4.963288069659588	7.727323948939945	2.052488763963137	9.960382086787464e-20	2.85908470883575
Lmo7	2.9090474344374475e-17	5.273326826914959	7.7886535367651515	2.6221673468592726	1.0228718123901012e-19	2.426352151947276
Col4a4	4.910586929017669e-17	3.0125562385936426	5.881539774537972	0.8294926611643645	1.7698142061333022e-19	3.7614470506584468
Ager	5.2676280508402825e-17	7.117864087500456	9.85693524306001	4.616515481621473	1.9447993858587542e-19	1.9330375352095783
Fbln5	5.58691213585943e-17	2.3601543530599622	4.8589182621144875	0.10941712154110728	2.1117899247710576e-19	5.281077917722939
2200002D01Rik	5.609809691199097e-17	1.7909437011828566	3.2464858610999476	0.09627842467957368	2.1697576161459235e-19	3.8735468704869698
Dag1	6.698958776686022e-17	3.869683793736004	6.219664712538309	1.6190738662423105	2.6711021642750825e-19	2.7565716284652364
S100g	6.698958776686022e-17	2.127255174118344	0.11968581146016281	4.518483251654348	2.708791347816078e-19	0.20289738328452842
Tspan8	2.2313224496223543e-16	4.185757526390693	7.0288314813787665	1.6445693647852055	9.21871968462119e-19	3.0359693295588324
Krt19	4.759047401922608e-16	3.2487631855223116	5.428958112905983	0.5102958754784104	2.008036878448358e-18	4.256754068714852
Tmem213	7.523590272330117e-16	3.691439649438807	5.704195846565561	1.0268300941027735	3.2406463022518966e-18	3.3077246415829142
Arhgef26	1.3548336700056714e-15	2.441784920922134	4.441796322785772	0.2635833640708016	5.9547893372260516e-18	4.306638151086687
Ptrf	1.591803992473621e-15	4.300166025354171	6.651618392145875	1.7907720191465593	7.136252075962963e-18	2.741756882916506
Fstl1	4.309376847668837e-15	5.98466823493491	8.842601829552562	2.1207842128160213	1.9698276729850518e-17	3.15388734316595
Krt7	4.420326669918015e-15	3.2727656020045575	5.243363456095897	0.43830607805222066	2.05939973194141e-17	4.34077527124878
Vegfa	8.587262466856344e-15	3.5205772704024123	5.5879633743659145	1.4279167565532265	4.07623218363434e-17	2.713422260703232
Sema3a	1.3224480441660098e-14	2.999414525981062	5.561685243696315	0.7166159531782855	6.393692196653529e-17	3.822453840969767
Ppp3ca	1.5621190228792613e-14	3.69034577035019	5.703875852700137	1.318562400316542	7.689756090122946e-17	2.8913933270827177
Acsl4	1.7442391491925902e-14	3.845270650502986	0.9888583842444968	5.693143629133264	8.739594893106334e-17	0.2971486187129748
Ly6e	3.011772198888582e-14	3.130831619763043	0.19718767939785228	5.369999537789608	1.5355378651154867e-16	0.18794156456301356
Cryab	3.137119389108042e-14	3.742828550999654	6.012955749665996	1.4179535888059618	1.627022186685781e-16	2.900368221347518
Rnase4	4.9749809004067795e-14	4.545897577904601	2.04720294391208	7.880370266537546	2.6239350740542087e-16	0.34313917690958884
Dram1	5.55953108938401e-14	3.739577700525016	1.029164866442576	6.206804849747987	2.9811128380135775e-16	0.28156234402733044
Tmsb10	6.52634806495952e-14	2.3839584198218713	3.7894730323021744	0.6847009536998347	3.556905590958951e-16	2.842921778956576
Tinagl1	1.3176897634018182e-13	2.385136999984967	4.534882650367812	0.5414147333515703	7.396667496986783e-16	3.590780943382484
Atxn1	1.3176897634018182e-13	3.3349772289954487	5.476093263929699	0.9826178175096939	7.413163225889273e-16	3.266435521125359
Sparc	1.8374295339172937e-13	5.813028008299832	7.849995858471669	3.6188354250310124	1.049867437628552e-15	1.9160665068321303
Rps19	2.285627696134213e-13	8.426041999760495	9.42334787852108	7.042220735230305	1.326049823706558e-15	1.2960783124069009
Timp3	2.529738602854348e-13	6.667563923063149	9.272584647338947	4.0307902261209	1.489912855056622e-15	2.0419425548697236
Msn	4.610934604277843e-13	4.83125635347498	7.148853945105708	2.511256564803137	2.7561845384220582e-15	2.3207799813861176
Npnt	6.190092517574856e-13	2.920257965874649	5.033291448602921	0.9085442807341545	3.75453923798053e-15	3.161200664562056
Wdr45	6.230146718580298e-13	2.7377933944577393	5.009991709154645	0.32426553938614866	3.8335994224738125e-15	4.538358456371614
Rps19-ps6	6.612997281533174e-13	2.310729921468769	3.6266802661669186	0.8519747358646331	4.127310188017364e-15	2.4982415669978653
Lamc2	9.986689873076975e-13	3.3149087361372	5.401770695970406	0.8456265299762364	6.3206897930866934e-15	3.4686165331904024
Baiap2l1	1.1374902461597193e-12	2.4265187883959634	0.5507876041460114	4.831336924210077	7.299295707600167e-15	0.26594031939872587
Cnn2	1.1797210494632314e-12	3.808048252035486	5.723228023014384	1.497899830892394	7.711926735401182e-15	2.691552295198506
Khsrp	1.1797210494632314e-12	1.3937271375301543	2.26037614141113	0.3298238706300191	7.855003414369912e-15	2.451735311283358
Id3	1.1797210494632314e-12	2.9888004759165656	5.511706312798149	0.8503249368702717	7.881399416245217e-15	3.5192231283508297
H2-Aa	1.1977609932593083e-12	2.241806824346502	0.0	5.101922103323733	8.107207848186247e-15	0.16388278694270736
Cav2	1.5377185726546118e-12	3.171753831221182	5.310451162374519	0.5571028759585572	1.0543429031914533e-14	4.052687372046491
Rgcc	2.061501649993327e-12	4.3132512024648335	6.4456630184505155	1.9815664242608513	1.4315983680509216e-14	2.4972319777501992
Pde7a	2.487557894815145e-12	2.922204793498564	4.851707412464108	0.751169329499204	1.7493374787729573e-14	3.341599989155571
Tmem37	3.7662385943864635e-12	2.651176158198741	4.887268993128602	0.5251031511505189	2.6816572270156778e-14	3.860243150561534
Ndnf	4.145504269973243e-12	3.7154091830208573	6.4428996227569275	1.3743322782776373	2.988144779692387e-14	3.1347337905695642
Pxdn	4.188712660254823e-12	1.939014300493409	3.7892007859997356	0.031366593481455846	3.0561106786317713e-14	4.643548488257145
Napsa	5.613881090149901e-12	4.887665886616281	2.518085249093169	7.23061094798943	4.1452708471571003e-14	0.4274391380329507
Igfbp6	9.987231086720769e-12	2.258800042743407	4.289292109195863	0.46033396246946934	7.471631397009939e-14	3.6219743189780425
Tjp1	9.987231086720769e-12	2.584091697254776	4.352122539520251	0.6968505228646711	7.550121953744605e-14	3.1541508620833887
Cldn18	1.2093728429092377e-11	7.221332634624819	9.391883409069289	5.478342946327952	9.24889568680588e-14	1.6040959077289365
Gm10076	2.0239533567508247e-11	3.8823089749053215	5.1773279208268	1.7417540046913902	1.5656460565583032e-13	2.2530569519573347
Gja1	2.786420201202635e-11	6.107602725877819	8.3576646317618	3.491764970985485	2.1799525132474905e-13	2.0832934697624537
Cux1	5.4736883048963574e-11	3.8588431561464267	5.902608647713555	1.9616014793487209	4.33044960830408e-13	2.33070137756397
Lamc1	1.0698891731092291e-10	1.9206710303827816	3.7971300096865095	0.40216027688351286	8.558361001489087e-13	3.421242270782886
Cat	1.1442933581781391e-10	3.829650972908844	1.5031801169946162	6.018919320762514	9.25413053378945e-13	0.3566332654073987
Gsn	2.2511075747573572e-10	2.1405527778560955	3.9494889937157827	0.31773270100455525	1.8403041882246326e-12	3.7560644810154655
Cd9	2.320778891419821e-10	7.048532963055608	8.625309346845162	5.181775708681263	1.917661882853931e-12	1.5570460334444092
Ctsc	2.7779773212482137e-10	5.546695347749906	3.041889236783481	7.63590530812691	2.3198650274136806e-12	0.46803306573774245
Fhl1	3.1001037390382905e-10	1.9698894829842284	3.825994401793223	0.023890948709456426	2.61612129876649e-12	4.7133871120513895
Cdkn1b	3.7928582146057166e-10	1.875232577520558	3.053363022411163	0.5365010095273155	3.234065109148686e-12	2.638047744373515
Rhoa	3.8117644852755826e-10	4.627360989577546	6.303369963263399	2.533758206722874	3.283693034080583e-12	2.0667429790099803
Col4a1	6.220095446117913e-10	3.4949789158761995	5.45292396889199	1.7349291597572918	5.413057745830462e-12	2.359448304490873
Krt8	7.114121804316922e-10	3.67325035951735	5.22441007891113	1.3158085334801053	6.2536232457075615e-12	2.6877913216587617
Lcn2	7.190946985820357e-10	1.6486745557382942	0.0	3.7633673325435995	6.384367489168918e-12	0.2099355204390689
mt-Rnr2	7.677335145452579e-10	11.326608239082525	11.939874693164807	10.834963067060848	6.883686575564021e-12	1.093359955569203
Myo1c	7.79736559340119e-10	2.002023976909835	3.5476345031714454	0.3027881681013756	7.059851055910008e-12	3.490693740179543
Flrt3	8.806561081509471e-10	2.1036547370333047	4.023379527654055	0.3723597970615658	8.051005208131022e-12	3.660395428669571
Tgfb2	9.624911624372122e-10	1.8278782955957968	3.5831460703782416	0.03061233977431209	8.883752817854016e-12	4.447012609398678
Fxyd3	1.0802934754477085e-09	1.3985046552758695	3.040172028983256	0.21899920581403576	1.0066025703011348e-11	3.314335242971113
Rpl36	1.1057097372564644e-09	4.617981866561329	6.011195387700524	2.3215829259528347	1.040004763418088e-11	2.1107994423138723
Pi4k2b	1.438853683039112e-09	2.714820839923856	0.5688576454238103	4.329330150091181	1.3660003319991569e-11	0.2943817705489626
Lims1	1.519691385847805e-09	2.329327854988593	4.288618272224738	0.6122530936379269	1.456103736439968e-11	3.2802655445934805
Lama3	1.765723682365245e-09	2.210227882203462	3.8930219822944356	0.5364784369399376	1.707362913679474e-11	3.1845692491717723
H2-Ab1	1.7880609555533978e-09	1.6208198876600803	0.0	3.709536213169558	1.7446797298384947e-11	0.21233513338397103
Il33	1.834133092345746e-09	1.992471251775294	0.12495507959618445	4.401251242038951	1.80575691229539e-11	0.20827675462315995
Ric1	2.761488531108752e-09	2.221847981743085	3.5632490703793573	0.6432753701540668	2.7430397680668863e-11	2.776922938942075
Nupr1	2.7674787283959727e-09	2.4049979397343035	0.08359764044125945	3.605527775688041	2.7733172911141076e-11	0.2352819683688426
Psat1	2.955089304896961e-09	1.92390722488715	3.5558971914636124	0.08124766087246692	2.9873001939447126e-11	4.213555650874126
Col4a2	3.725706742408186e-09	3.0659488405492614	4.970555732059616	1.3411620648775002	3.79906805660469e-11	2.550253065189667
H2-Eb1	4.250734388228056e-09	1.478642506169613	0.0	3.2752248641347443	4.371799608145944e-11	0.23390582525590461
Wwtr1	4.7531621778936395e-09	3.3691116841634843	5.323440953282391	1.267306884341854	4.930319417997973e-11	2.788965621263016
Ank3	5.0506794147259635e-09	2.4504652007518817	0.6340112480991389	4.077035828296527	5.2833232274295855e-11	0.3218435526871968
Pon3	5.635563117507731e-09	4.419836693255778	2.0953239133842327	6.320890690120922	5.944686832814062e-11	0.4228070113874499
Plp2	6.489816807201941e-09	5.08939214362453	6.933406764516556	2.7395443227363034	6.902846639165214e-11	2.121490235128839
Gm14303	9.392703010672653e-09	1.244276395992587	1.897620091659277	0.39881875048663457	1.0073046477690432e-10	2.071476444429434
Gm43085	1.0977745160768245e-08	1.990410041798233	0.07404855938664663	3.8516946219306893	1.18693974575817e-10	0.22137596099550852
Cd200	1.1165259937719002e-08	2.2786238380927215	0.16707666691495898	3.6632751008120343	1.2170290368118464e-10	0.2502697442644401
Lpcat1	1.2385913528428477e-08	3.6806378908732706	1.617045637441948	5.583855659776476	1.3609697530358295e-10	0.39749438211875954
Gm37376	1.288574501779242e-08	9.737040744910502	10.538778483505613	8.869872647729245	1.429365104358078e-10	1.1690909189350414
Rps19-ps2	1.288574501779242e-08	0.6309632667629095	1.199220558868492	0.11473003987354337	1.4498728571355747e-10	1.9728727855203176
Rps19-ps1	1.288574501779242e-08	0.6309632667629095	1.199220558868492	0.11473003987354337	1.4498728571355747e-10	1.9728727855203176
Scnn1g	1.3177807824058466e-08	1.6086198296600442	3.640496236293232	0.0876134072532646	1.4943189251965032e-10	4.266678035914128
Acot7	1.4643208553250766e-08	1.496641458723194	0.05958109161995682	3.254601166660341	1.6877715295046684e-10	0.24904357661606089
Ywhae	1.4643208553250766e-08	5.857170872483381	7.228350068460038	3.9622445588815345	1.6973385335154327e-10	1.6581911614438178
Hs2st1	1.4643208553250766e-08	2.4475502776548423	4.079804300195906	0.5815615349108273	1.6991064776978736e-10	3.2118916577484407
Dbi	1.794774933843832e-08	3.794908091215522	1.9597907886934005	5.12762125883087	2.098321608660598e-10	0.48302443373566445
Anxa1	2.093644581849195e-08	4.655918539758029	6.110097189317839	1.8552757762742793	2.466142527846274e-10	2.490161282632911
Xist	2.2557402624954194e-08	1.7689764520917723	3.519332523249804	0.25510623390589177	2.67690695707526e-10	3.600756972727031
Gm11361	2.4016730853396927e-08	1.4255004434446896	2.2954297963523724	0.39249314658762996	2.871198484583318e-10	2.366568054160969
Soat1	2.4662238313204917e-08	3.69885274127594	1.8496614593272422	5.645380685394627	2.9700480387737985e-10	0.42881839193807136
Rpl37a	2.517020449006778e-08	6.173654559615912	7.160961562406207	4.620509527711818	3.05334759109472e-10	1.4519967490791958
Snhg11	2.540508026746066e-08	1.482489769941359	0.053246174338213346	3.4189089200804856	3.1041720790937336e-10	0.23834982648138164
Mrpl14	2.611867054137999e-08	2.613069940781123	4.288828380861328	1.153093009589857	3.2143230272443733e-10	2.456386397292144
Fam134b	2.96333469039931e-08	2.045139754980296	3.3805888597320912	0.3170007338593016	3.67290955824809e-10	3.3261855875321635
Gm12715	3.304044468940589e-08	2.0753968849627857	3.062515095449805	0.5318433270739329	4.1242467878829437e-10	2.65204347184112
Akr1c14	3.3160541203821946e-08	1.3964747928669414	2.8715834730303156	0.07196919881560745	4.1883008500319396e-10	3.6116555189346236
Marcks	3.3160541203821946e-08	1.8356374447219899	3.358332471085897	0.19161787135360767	4.1975368612432844e-10	3.6574916975146468
Elovl1	3.403829309178348e-08	3.0059253472847898	1.0694439292417457	5.519162815045488	4.338565838878872e-10	0.3174401357894765
Rpl39-ps	3.4727569091378334e-08	1.3283053014364536	1.9960160424574243	0.44494765011406295	4.4569489164392025e-10	2.0734426207211873
Usp46	3.627048690548572e-08	2.339792258779859	3.9126592945564433	0.7480082577633224	4.686850892322786e-10	2.810432543861363
Atp6v1c2	3.630443455721483e-08	1.7755489330181873	0.0	2.910465059908352	4.723150768695319e-10	0.2557240595888195
Nrp2	3.965130591667148e-08	1.1098623176366615	2.257137349000394	0.05481762306697014	5.193428781279932e-10	3.0878677771139205
Pdcd6ip	3.967621938960684e-08	1.9374325109132886	3.1316194543307683	0.45670075866549814	5.231569012342673e-10	2.8362856473801776
Crip2	4.031881253746442e-08	4.7911357648929656	6.386670773505794	2.4638827286103613	5.351741115644451e-10	2.132482925156411
Rps19-ps7	4.145323681645001e-08	0.5393298415329211	1.0510290302814522	0.10124679339825526	5.538758787008089e-10	1.8624608421808293
Adam10	4.354857893384144e-08	3.3410932274417835	4.914661107729475	1.3959507163473308	5.883186017631787e-10	2.468607165988155
Acot2	4.354857893384144e-08	3.5199834088875117	5.178617602703152	1.8639980781070589	5.895289342309759e-10	2.1573399961172006
Ano1	4.4160661448192934e-08	1.722802210937338	3.2993755472170947	0.22432553119799792	6.016967760609973e-10	3.5116277800808184
Gm5526	4.837139842439103e-08	0.8572629590831649	1.4042398400178178	0.19315044431857709	6.633208644694973e-10	2.015034945061692
Rab11fip1	5.598385998032756e-08	2.1145944779323984	3.6829456307530544	0.5489565207524664	7.72632385452833e-10	3.0232905623962445
Gm4149	5.8044163328251395e-08	1.605618175700535	2.4893678621440167	0.666076827690475	8.061689351146027e-10	2.094361919060478
Rps26-ps1	6.754591099878833e-08	1.1512695605270544	1.8628878561938595	0.29259467357212804	9.440752328417144e-10	2.214838042216416
Rpl19-ps11	6.802931679119151e-08	2.949303286199423	4.093568976590692	1.3974225478863318	9.568117692150705e-10	2.1246020986502345
Cyr61	6.86045779103597e-08	3.5031380416146507	4.772286381032861	1.109470824275274	9.709332844205268e-10	2.7363670142325756
Gm15710	6.92780092981745e-08	1.3210227103910923	2.3868234815306884	0.29177518439883904	9.89711640852671e-10	2.6218366186580946
Mgst1	6.92780092981745e-08	5.73131187801683	3.5537668550107844	6.896579918308277	9.926437689523948e-10	0.5766758396825495
Mpp5	8.062827623549195e-08	2.8538625312356394	4.764335611012487	1.0584832606006762	1.1623626320869093e-09	2.8002829662702355
Sema3e	8.259689512795625e-08	1.604413544008499	2.783303879986842	0.14124359021190952	1.2063315512251591e-09	3.3150713068051902
Fabp5	8.259689512795625e-08	2.225550730840743	0.07543173972197852	3.802691301195394	1.207447749142375e-09	0.2239227283782122
Samhd1	8.259689512795625e-08	1.5339242575451155	3.1154324327257235	0.3519171192284321	1.2125247438791045e-09	3.0441455132060824
Rpl27-ps3	8.2899079055698e-08	3.414981862413285	4.508527233275608	1.5720946849123074	1.2242480029322492e-09	2.1416502532306327
Pdgfa	8.713164045484818e-08	2.1685059401371394	3.564037212734376	0.8815826723511725	1.2944134350271925e-09	2.4256373529584456
Rps29	9.019781211706423e-08	5.363893862324262	6.338513751941773	3.8114537046965453	1.3478927619462833e-09	1.5252175750498274
F2r	1.0012113849904476e-07	1.8508411070292792	3.583037202879104	0.469371584920019	1.504985467944502e-09	3.1190457539224625
Ehd2	1.015212990628166e-07	1.9202181746167166	3.3748650434636933	0.5725522310178359	1.534956350105877e-09	2.782015730334157
Arglu1	1.1134449446156317e-07	3.8801418545304314	5.0617272520724566	1.9656215303566094	1.6932663099376254e-09	2.0439989358128066
Lama5	1.2705902641000028e-07	2.2868798604861067	3.8288869706855424	0.7356268590563384	1.9434133786339705e-09	2.7822149360554445
Npc2	1.2760205804198963e-07	7.668055322461911	6.123754445221462	8.98666355747588	1.9629360194574703e-09	0.713326768667271
Fam174b	1.283830139311484e-07	1.998825562173317	3.5307395928684664	0.3361490766428037	1.991542646880164e-09	3.3908937797961602
Gm11836	1.283830139311484e-07	0.24992233566365585	0.5573018168119285	0.016689949490558666	1.99752052266291e-09	1.5317372003060117
Rps15	1.327357897077678e-07	4.6598619904976495	5.742530436273972	2.9348474960034827	2.076913727846578e-09	1.7135430135785887
Sepw1	1.5397154899813685e-07	2.8408675321339123	4.00246645869134	0.9974140986019119	2.422723916197828e-09	2.5044713873767144
Magi1	1.655489048405958e-07	1.9984939340318104	3.323469485317221	0.5741624788035036	2.61944469684487e-09	2.746520479006349
S100a11	1.6846190510253756e-07	6.354602739499074	7.311113013388415	4.791351693772344	2.680345009103314e-09	1.4350903645388458
Aox3	1.7347750350323862e-07	1.4269908835083458	0.03778733243324449	2.873200314789244	2.7883062122027598e-09	0.2679405267191079
Edn3	1.7347750350323862e-07	1.51544497688665	3.0030792040112195	0.15069095693368872	2.790645494118554e-09	3.478848234523761
Gm12174	1.773086541629551e-07	1.093561699132451	1.68530127390069	0.349137144315793	2.8678614949001173e-09	1.9903842135059777
Rpl38	1.8242945792096944e-07	4.234690338050548	5.151626557301532	2.7796011610549267	2.966723779481307e-09	1.6275861645636038
Tmod3	2.0581328108490548e-07	4.070432679412839	5.965506282861896	2.1629310577543723	3.381534110503989e-09	2.202231460526139
Gclc	2.0581328108490548e-07	2.153667014822011	0.331247005032957	3.5095952430910615	3.3831824510264876e-09	0.29520321298735136
Notch2	2.0823985306312586e-07	3.117692180964981	3.9688498540689534	1.3561469754565267	3.441375912084007e-09	2.1088879029315177
Gm7665	2.1139405778451018e-07	0.4090092199228847	0.7554387028967874	0.009602982737070942	3.512084820786957e-09	1.7387415973531775
Slco3a1	2.1863226724638135e-07	1.2577148337200525	2.830767065265602	0.0733315227502669	3.6515586125889996e-09	3.569043658989703
Mid1ip1	2.3444435093679343e-07	1.7448720391830397	0.15487770437059184	2.990749437144005	3.936258001839622e-09	0.289388678131866
Car8	2.474454270420567e-07	1.6424021079960922	0.053416856083331965	3.2237173206873235	4.176294127292096e-09	0.2494051509848462
Sec14l3	2.5606166134418286e-07	4.936291097987459	6.384440992083121	2.5816665569670914	4.3442247397527505e-09	2.061733239158971
Rpl31-ps8	2.658265886052102e-07	3.750307473142383	4.78288806239076	2.2144173651409624	4.533259334512199e-09	1.7990470450738005
Gm9385	2.778184117725148e-07	1.770550992561029	2.6878851863991997	0.723015552208014	4.7621826912482755e-09	2.1403667434534994
Wnk1	3.472236696864466e-07	4.948026307095311	6.566963680545921	3.149917760024391	5.982404998113883e-09	1.8234008763830172
Trim16	3.682523864111069e-07	1.4444883066756853	2.9421244853952846	0.24219843576867756	6.377085102231721e-09	3.173506238522899
Gm11808	3.686700100612263e-07	2.981100331098184	3.9586756411693576	1.4052961508562223	6.416724858660585e-09	2.0615655329611693
Acsl5	3.801049183978186e-07	2.2758688105850204	0.8674912195059482	4.207177614545565	6.649163041593345e-09	0.35863789517940725
Foxo3	4.275237859856537e-07	3.7981447229160574	5.2862395378982265	2.1680736980093	7.516240963179565e-09	1.984246623381352
Tceb2	4.365177615422112e-07	3.2114627709522052	4.29256783259237	1.5302395566771558	7.712734710793288e-09	2.0917259864290676
Abhd17c	4.399662446907151e-07	1.4364430077627999	2.9001212438116997	0.1787971130082006	7.81234013955032e-09	3.308560227008774
Chsy1	4.547243193159234e-07	1.6188623437218257	0.14494722935713256	3.099616588231677	8.114366809171278e-09	0.27928153882580337
Zfyve21	4.5741538083283043e-07	1.8985596915675236	3.6322957938937788	0.2990240731689165	8.202596491727972e-09	3.565981485311108
Gm4604	4.6406988146698254e-07	1.0511791010136133	1.5393333260148725	0.32920704520766175	8.364437015099679e-09	1.910412177824526
Fras1	4.6406988146698254e-07	1.5853388674784192	2.8603106786624517	0.21434461695838472	8.403515786058228e-09	3.1789251788602804
Gm14586	5.032936228328857e-07	1.3679371747335562	2.0892077670106977	0.5665691238312006	9.158032693952824e-09	1.9719575217056062
Ifngr2	5.259314526493302e-07	1.3377282134952582	2.4650543021081575	0.19629288418351176	9.616186897948374e-09	2.896493281804572
Tes	5.454346605999878e-07	2.1982335754510878	3.378624120954272	0.4036715923434771	1.0020731721641829e-08	3.11940780510063
Rpl41	5.946925211697193e-07	7.230592861593147	7.949545321469685	5.807976754538933	1.0977973755770136e-08	1.3145675498235143
Gm13456	7.167399970688025e-07	1.9584950401074699	2.938604403615758	0.8559833438286542	1.3293964432271213e-08	2.1221119342002956
Dynlt1b	7.839261621248124e-07	2.9774503004547412	4.004479046351493	1.0796999067634396	1.460903185394341e-08	2.406346718618543
Mmp14	7.947725888005933e-07	1.0869393058420578	2.2837433448083466	0.08925271413720251	1.4881026847268493e-08	3.01467538449918
Rps10	8.22472277219807e-07	4.331706845931677	5.4131760595354645	2.406623973469331	1.5471964427306496e-08	1.8825605964970178
Fasn	8.228420135945248e-07	2.681180082479579	0.7495859125640055	3.702350045405183	1.5599451563458798e-08	0.372066285085174
Rps27rt	8.228420135945248e-07	2.8434150057547245	3.709039693181959	1.8079450491100033	1.5623582536604902e-08	1.6770412564428638
Tspan15	8.761581712467696e-07	2.2595468900241245	4.149218868768751	0.7722755784368127	1.6712932767277513e-08	2.9054278755623764
Hdgf	8.813299134388015e-07	3.059791041263903	4.536242160255804	1.3929149817988056	1.6889057764562125e-08	2.3135975169891294
Rplp2	8.852622622225161e-07	4.495656580579066	5.311376093395612	2.808329791682718	1.7042232368735146e-08	1.6572556576322446
Rps3a3	8.939440259166373e-07	1.1213415316573112	1.8255153001348798	0.41744056330823326	1.7287947055349876e-08	1.9933924379448213
