	adjusted_p_values	mean_all	mean_all_other	mean_kmeans_1	pvalues	ratio kmeans_1 to everything
Rpl28-ps1	3.69241892263555e-09	2.556616891014567	3.499373765977551	1.232745534683568	4.4607704746888376e-11	0.49623473194574075
Atp5e	5.1866671088535814e-09	3.5428872548603456	4.6329931062727185	2.012100314579141	6.311360659464657e-11	0.5347246584102799
Tes	5.4010713283145945e-09	2.1982335754510878	3.4761792300883263	0.40367159234347716	6.619539402644167e-11	0.31358699466459455
Gapdh-ps15	6.0944269067960144e-09	5.306416963729135	6.599828532714782	3.490136888132271	7.522666496176469e-11	0.5908208150754582
Kdm6b	6.5481773034620515e-09	1.6689209735676873	2.4719192167352144	0.541306419332436	8.140078587863182e-11	0.4439349890121546
Napsa	6.6759894564508545e-09	4.887665886616281	3.219205009577827	7.230610947989428	8.409765427041395e-11	1.9507492357696508
Rpl13	6.6759894564508545e-09	6.079647586380256	7.298752331990157	4.3677132627578406	8.415849441730921e-11	0.6468096706617328
Rpl18	7.228732044091105e-09	4.530844028492892	5.798086557031796	2.7513119671403876	9.175927045375209e-11	0.5518188001387111
Gm14303	7.276420141335128e-09	1.244276395992587	1.846344719307432	0.39881875048663457	9.300160558828056e-11	0.49144390031120083
Rpl15	7.376239792236706e-09	5.672359694495995	7.0760535463083025	3.701215136631902	9.492315936783645e-11	0.5821178759743247
Rplp1	7.4032423615959775e-09	4.588840303439657	5.862603738548409	2.80015122435077	9.591874897279214e-11	0.5537477274120719
Tgfb2	7.498912705742291e-09	1.8278782955957968	3.1077495065595815	0.03061233977431209	9.78147590961745e-11	0.25089464148886104
Igfbp6	7.649440847195165e-09	2.258800042743407	3.539525887786968	0.46033396246946934	1.004478794606736e-10	0.32169305750592075
Rpl31	7.70968752892926e-09	4.901731786582552	5.916268648309557	3.4770630020297344	1.019139295166172e-10	0.6473234672750888
Adam10	7.844027871440975e-09	3.3410932274417835	4.7262704701908635	1.3959507163473313	1.0437645421159312e-10	0.4184138225429424
Wwtr1	8.282540416172102e-09	3.3691116841634843	4.865851465854646	1.2673068843418542	1.109365914098163e-10	0.3865264740404591
Psat1	9.51539798361034e-09	1.92390722488715	3.2361041871400302	0.08124766087246692	1.2828252556036e-10	0.25524576665392684
Gm37376	1.0138631912541222e-08	9.737040744910502	10.354569541388067	8.869872647729244	1.3757226179146365e-10	0.8692423443929762
Rps26-ps1	1.2645855148190007e-08	1.1512695605270544	1.762750161843441	0.2925946735721281	1.727001140784068e-10	0.46786520599084724
Id3	1.3956149169143068e-08	2.9888004759165656	4.511654268873775	0.8503249368702718	1.9181610956451563e-10	0.3357113575355586
Rpl39-ps	1.6964201413053592e-08	1.3283053014364536	1.9573630228327021	0.44494765011406295	2.3464447371640264e-10	0.488593263308616
Gm4604	1.8512683030766066e-08	1.0511791010136133	1.5653107165117912	0.3292070452076617	2.5768332328563464e-10	0.5181466076027879
Pdcd4	1.9538473068496856e-08	2.6497200351929266	3.83674547374438	0.9828332491419501	2.7367203807751876e-10	0.4099519521764155
Hs2st1	2.7633235355176567e-08	2.4475502776548423	3.7763604429422473	0.5815615349108273	3.90858733321892e-10	0.33112273535549647
Gm11361	2.7633235355176567e-08	1.4255004434446896	2.1611268518125955	0.39249314658762996	3.91892158586939e-10	0.4405053045527648
Rps14	2.7734320107489386e-08	7.338618434011416	8.165006080558317	6.1781591856689575	3.957536704474105e-10	0.7832137941398589
Gm2000	2.793820852099055e-08	4.4684005621692915	5.41904046784419	3.1334594180300726	4.011088328322201e-10	0.6439372736059849
Actr2	2.930591298177546e-08	5.47482128236206	6.6962726532759	3.7595916976745416	4.2331048253461884e-10	0.6184281550431602
Ndnf	3.1200847006962866e-08	3.7154091830208573	5.382539706095574	1.3743322782776377	4.5341334178025354e-10	0.3720043098220067
Fam134b	3.147820137527472e-08	2.045139754980296	3.275784209414943	0.3170007338593016	4.601995648840828e-10	0.3080138447958549
Lama3	3.162025604901219e-08	2.210227882203462	3.40214036595173	0.5364784369399376	4.650444731011159e-10	0.34902986029791333
Rps16-ps2	3.831743139592887e-08	1.5215045750195748	2.274613116346092	0.46394789996531693	5.66895378264202e-10	0.4470598046094778
Dynlt1f	4.124142053311458e-08	2.851431119460846	4.040571952471096	1.181573779489006	6.137653410338335e-10	0.4328028247706114
Gng5	4.9502893848232034e-08	5.457287011123793	6.484238343461804	4.015185140181053	7.434409435348867e-10	0.6700996026619457
Tmf1	4.9502893848232034e-08	2.7277475187166726	3.9036953928813274	1.0764164613790743	7.453819261048682e-10	0.4234391198917859
Rpl24	5.6173884513878207e-08	6.032628810446636	7.025329259567902	4.638623924446558	8.507469159503572e-10	0.7026034374507585
Gm4149	6.680038835315077e-08	1.605618175700535	2.274685499283456	0.666076827690475	1.01753195950698e-09	0.508774606921805
Soat1	6.816585693094418e-08	3.69885274127594	2.3126889022823316	5.645380685394624	1.0442987799102891e-09	2.0060382611890235
Flrt3	7.157310690592565e-08	2.1036547370333047	3.3365465882253003	0.37235979706156574	1.102763443529976e-09	0.316463750392497
Rpl19	7.184144091728065e-08	6.139588551142948	7.177890909855603	4.681546941035816	1.1131869948663815e-09	0.6947447702180385
Rpl35	7.380606183091696e-08	5.141422824148882	6.093093186919493	3.8050346551518546	1.1500900819314732e-09	0.6774244364944916
Gm12174	7.954781146690794e-08	1.093561699132451	1.623682215441283	0.349137144315793	1.2465252781735553e-09	0.5142151501335227
Wnk1	8.105781945999275e-08	4.948026307095311	6.228497545160969	3.149917760024391	1.277283332119294e-09	0.5741051628083492
Gsn	8.361713611588389e-08	2.1405527778560955	3.438621620462495	0.31773270100455525	1.3249322977304546e-09	0.29687880916221243
Adam19	8.602880052375121e-08	0.8673659919834243	0.05379355992426635	2.009829407215434	1.3706768533067251e-09	2.8561850457994296
Gm9385	8.66158427074289e-08	1.770550992561029	2.5165232000851456	0.723015552208014	1.3876126425159318e-09	0.489977018256639
Ctsc	8.925514296873862e-08	5.546695347749906	4.058924618390522	7.63590530812691	1.4377086847805223e-09	1.7070634491633108
Rpl15-ps3	9.676032340152724e-08	3.219508702793908	4.27692824065133	1.7346216921856148	1.5670716825074445e-09	0.5182222625502448
Marcks	9.707449256385687e-08	1.8356374447219899	3.0063786560600807	0.19161787135360767	1.5806579372211659e-09	0.29743016665465627
Mme	1.0518640772998851e-07	1.3185723492609112	0.11390136581053849	3.010237985595477	1.7219520481053884e-09	3.600173326547093
Lamc1	1.1085525309436483e-07	1.9206710303827816	3.002034748783776	0.40216027688351286	1.8244583368415117e-09	0.3503618446365642
Sema3e	1.1181172806036296e-07	1.604413544008499	2.646367905045464	0.14124359021190952	1.8539675841377503e-09	0.3129809223673715
Hdgf	1.1181172806036296e-07	3.059791041263903	4.246808841186017	1.3929149817988054	1.8597766201058357e-09	0.45607054768511396
Rpp21	1.1464939362633718e-07	1.939110733032489	2.937037380644716	0.5377669300025545	1.917012534590773e-09	0.3905898728730726
Gm43085	1.228481022453838e-07	1.990410041798233	0.6649498104917869	3.851694621930689	2.0648547344054706e-09	2.9140185435965855
Usp46	1.3314214817368127e-07	2.339792258779859	3.4733354110189083	0.7480082577633224	2.249534675437318e-09	0.3907617241169877
Ly6e	1.3766626830713666e-07	3.130831619763043	1.536272647835035	5.369999537789608	2.348827709796814e-09	2.511559450529519
Rps19-ps2	1.3766626830713666e-07	0.6309632667629095	0.9985838980326095	0.11473003987354337	2.362128038886351e-09	0.5577599424126627
Rps19-ps1	1.3766626830713666e-07	0.6309632667629095	0.9985838980326095	0.11473003987354337	2.362128038886351e-09	0.5577599424126627
B4galt1	1.3928962463228994e-07	3.1120174341426794	4.317186676229848	1.419652115467082	2.4021759653822213e-09	0.4550624724695085
Rpsa	1.4177988635191178e-07	6.003472640318571	7.218250993310149	4.297613676543167	2.457534579154209e-09	0.6446157072661263
Acot2	1.447067776315063e-07	3.5199834088875117	4.699245689897834	1.8639980781070582	2.5238313553164846e-09	0.5025223045189334
Uba52	1.447067776315063e-07	5.03153124245071	6.172878447257906	3.4287883591044337	2.5336037403747928e-09	0.6174353004402995
Gm26619	1.569383360982468e-07	2.2386132132494154	2.978772159697617	1.1992410756838559	2.7614992169962014e-09	0.552743657443053
Rps27rt	1.595423473483607e-07	2.8434150057547245	3.5807951263956617	1.8079450491100033	2.8212863664859375e-09	0.612982019852828
Rpl18a	1.6869139280931733e-07	7.428800264655219	8.366742459380124	6.111689948658546	2.9978423129030394e-09	0.7592490110088055
Lims1	1.711650052254289e-07	2.329327854988593	3.5520932153443696	0.6122530936379269	3.0567855262179374e-09	0.3541784004341745
Fam174b	1.7334467182718373e-07	1.998825562173317	3.1828527564147433	0.3361490766428037	3.1108866081215673e-09	0.3194348819938046
Col4a1	1.7597208461317932e-07	3.4949789158761995	4.74834768159724	1.7349291597572918	3.173443879043591e-09	0.4757765728946588
Myl6	1.8237127339489584e-07	6.324680540970699	7.216016616502941	5.07301711575521	3.304810784622554e-09	0.7391680663786345
Aox3	1.8984669960533817e-07	1.4269908835083458	0.39711447032346336	2.873200314789244	3.4568951692121453e-09	2.7722855908095427
Pdcd6ip	2.1698798340118742e-07	1.9374325109132886	2.9918930011503515	0.45670075866549814	3.970103171745441e-09	0.3649147805929963
Wdr89	2.1881125526485274e-07	1.1292802140153926	1.6364461097439507	0.4170898072476301	4.022617841689493e-09	0.53750000882258
Gm13456	2.3302446103220537e-07	1.9584950401074699	2.7436170056393534	0.8559833438286542	4.304312464133356e-09	0.495772762286531
Col4a2	2.8725297015480343e-07	3.0659488405492614	4.294206089891273	1.3411620648775002	5.33188990149977e-09	0.44221211360617446
Rps5	2.8725297015480343e-07	6.1694159636199055	7.251020081676474	4.650567627625577	5.356288421865808e-09	0.6848326112033256
Rpl10a	2.9824077917734315e-07	5.277718547150234	6.322870319522805	3.8100586114781163	5.598441331983709e-09	0.6568542663734572
Gm8399	2.9824077917734315e-07	1.1607325397364658	1.7463121189642277	0.3384293008208856	5.613391186477176e-09	0.4873551303868821
Pgrmc1	2.997587730825235e-07	3.016272447115402	4.391732362808236	1.0847755442275924	5.6682040607393045e-09	0.38666154103052613
Rpl8	3.516308562967247e-07	5.165731905234417	6.296645990955384	3.5776397848602945	6.67984730949744e-09	0.6273621867546465
Rps9	3.5553697642264266e-07	6.451536344504713	7.429585120575278	5.078106148320515	6.785175598366112e-09	0.7210445189627213
Gm14586	3.55644017112145e-07	1.3679371747335562	1.938608362497355	0.5665691238312006	6.818352424718529e-09	0.533098981076833
Gm37486	3.567973331448198e-07	0.3083870551181534	0.5109624447439405	0.023919486707473746	6.871698616113136e-09	0.6776604476632079
