	adjusted_p_values	mean_all	mean_all_other	mean_kmeans_0	pvalues	ratio kmeans_0 to everything
S100g	8.621906772378262e-09	2.127255174118344	3.3148314168175497	0.11968581146016281	4.9229088211927884e-11	0.25949700076254645
Itgb6	9.11587091019677e-09	3.085272488398372	1.4818979683742974	5.79573893891526	5.285027056157649e-11	2.7381218025520333
Cat	9.540881944492589e-09	3.829650972908844	5.205873169365149	1.503180116994616	5.615241481737556e-11	0.4033566347039425
Mgst1	1.1763839959280462e-08	5.73131187801683	7.0194371028936455	3.5537668550107844	7.026889645388892e-11	0.5678412083770384
Cryab	1.1886519153682815e-08	3.742828550999654	2.399936405309706	6.012955749665996	7.20458381591808e-11	2.062672624909634
Msn	1.5588143365386872e-08	4.83125635347498	3.460283130256802	7.1488539451057065	9.585119778435357e-11	1.8269813164610775
Fasn	2.0304474412835405e-08	2.681180082479579	3.823813253415552	0.7495859125640055	1.2663542544899103e-10	0.3626976876281835
Tmem37	3.1731515659807806e-08	2.651176158198741	1.3284170164092455	4.887268993128603	2.0069124451037967e-10	2.5284426937437607
Cldn18	3.6382481843775066e-08	7.221332634624819	5.937344852559075	9.391883409069289	2.3330298441633694e-10	1.4979626398759591
2200002D01Rik	4.612815767920632e-08	1.7909437011828566	0.9299187615135914	3.2464858610999476	2.9984923298148875e-10	2.2003443594535166
Atxn1	4.9840078163968817e-08	3.3349772289954487	2.068401546358287	5.476093263929698	3.2835610174786204e-10	2.1105755443305028
Cd200	5.73671970922114e-08	2.2786238380927215	3.5277080801978764	0.16707666691495898	3.829855041293101e-10	0.2577632316931426
Gm11836	6.334880137248749e-08	0.24992233566365585	0.06809222005481853	0.5573018168119285	4.2848363542529317e-10	1.4580218707444585
Wdr45	6.51661005550356e-08	2.7377933944577393	1.393676081538443	5.009991709154644	4.464999862344323e-10	2.510779029588646
Lims1	7.589221973069906e-08	2.329327854988593	1.1703109884545342	4.288618272224739	5.266589387495807e-10	2.4368020529586563
Pon3	7.67758809511861e-08	4.419836693255778	5.794900591207962	2.0953239133842323	5.395353545410126e-10	0.4555363057686708
Arhgef26	7.884116420464565e-08	2.441784920922134	1.2586795846084315	4.441796322785772	5.609745520534344e-10	2.409282113261395
Atp6v1c2	9.271912921850044e-08	1.7755489330181873	2.8258736539585234	0.0	6.678644233939771e-10	0.26137820807682144
Flrt3	9.311454196834497e-08	2.1036547370333047	0.9680428890604664	4.023379527654055	6.788920400011097e-10	2.5524746211461835
Ppp3ca	9.787113200187875e-08	3.69034577035019	2.499243468115011	5.703875852700137	7.221692804073977e-10	1.915807206267763
Rgcc	1.0297595426737384e-07	4.3132512024648335	3.0518244944169655	6.445663018450515	7.688823008368566e-10	1.837607484902157
Sparc	1.1305885813439726e-07	5.813028008299832	4.6080611110150835	7.849995858471669	8.540988931446033e-10	1.578084775340435
Tmsb10	1.3450377969091553e-07	2.3839584198218713	1.5525272406081712	3.789473032302174	1.027918906632963e-09	1.8763651004801905
Rps19-ps6	1.551986412497236e-07	2.310729921468769	1.5322804217881738	3.626680266166918	1.1997084003843707e-09	1.8270805343508443
Slco3a1	1.9279626173969513e-07	1.2577148337200525	0.3271768939325444	2.830767065265602	1.507279277480048e-09	2.8864027717621688
Tjp1	2.1602446736267047e-07	2.584091697254776	1.5382142976047772	4.352122539520252	1.7078533083837264e-09	2.1086172844313658
Col4a1	2.1869218775466853e-07	3.4949789158761995	2.3367578985992528	5.45292396889199	1.748154346949652e-09	1.9338903705302928
Pxdn	2.288685862624073e-07	1.939014300493409	0.8445377879403705	3.7892007859997365	1.8496055811789767e-09	2.596423243433471
Rps19-ps2	2.4829232864451106e-07	0.6309632667629095	0.2948110657990437	1.199220558868492	2.0502001838179938e-09	1.698487614879416
Rps19-ps1	2.4829232864451106e-07	0.6309632667629095	0.2948110657990437	1.199220558868492	2.0502001838179938e-09	1.698487614879416
F2r	2.5715511279083206e-07	1.8508411070292792	0.8261617263857203	3.583037202879105	2.1459711626079623e-09	2.5096557093821596
Krt19	2.5926878178921304e-07	3.2487631855223116	1.9590704115770414	5.428958112905983	2.1863846672315927e-09	2.172627622429457
Xist	3.0236144032308955e-07	1.7689764520917723	0.7335545508433592	3.5193325232498034	2.576340452507e-09	2.6069745085617217
Samhd1	4.328452087585588e-07	1.5339242575451155	0.5983842102551777	3.1154324327257235	3.726179766192793e-09	2.574745424986841
Napsa	4.4210250567333736e-07	4.887665886616281	6.289389644024321	2.5180852490931693	3.844707313919571e-09	0.4826309774752153
Col4a2	4.654009229364952e-07	3.0659488405492614	1.9392799751487704	4.970555732059616	4.088202063742931e-09	2.031298747495947
Mrpl14	4.6567757626321487e-07	2.613069940781123	1.6217762156632556	4.288828380861328	4.131538580690856e-09	2.0172691892100953
Rps19-ps7	5.022847823995061e-07	0.5393298415329211	0.2366345467802689	1.0510290302814522	4.5004434122232625e-09	1.6585571182865304
Actb	5.362277821133342e-07	10.206408129833614	9.460734863274931	11.466951032825673	4.851674416520856e-09	1.1917853951727688
Ank3	5.50222195546733e-07	2.4504652007518817	3.524987257250687	0.6340112480991389	5.026625820173948e-09	0.3611084750527981
Tmem213	6.563889684967995e-07	3.691439649438807	2.5007951384624176	5.704195846565561	6.110730495149709e-09	1.9150494620231069
Gja1	6.563889684967995e-07	6.107602725877819	4.776580190002785	8.357664631761798	6.111843873916089e-09	1.6199315726554964
Pard6b	7.072162216518944e-07	1.576905691994544	0.6471257027943615	3.1486766261186623	6.647236095990223e-09	2.5187371061482438
Fstl1	9.134458781246172e-07	5.98466823493491	4.294059629668132	8.84260182955256	8.665860403852658e-09	1.8591784978004795
Akr1c14	1.1057769307046916e-06	1.3964747928669414	0.523875291925227	2.871583473030316	1.0587639269748013e-08	2.5406170003183473
Fabp5	1.1140461879301866e-06	2.225550730840743	3.497452105868745	0.07543173972197852	1.076467679834158e-08	0.23912022060638355
Lpcat1	1.1919449360502334e-06	3.6806378908732706	4.901354435156589	1.617045637441948	1.1622091347643703e-08	0.44346525296823763
Trim16	1.2468982943555847e-06	1.4444883066756853	0.5585626798274715	2.9421244853952846	1.2267446325353608e-08	2.5293332994677296
H2-Aa	1.6853979369648308e-06	2.241806824346502	3.567946072551475	0.0	1.6729617610420403e-08	0.21891677005754126
Tgfb2	1.7344986821437863e-06	1.8278782955957968	0.7895508795273083	3.5831460703782407	1.7369364877406154e-08	2.5610593824461882
Gclc	1.7716446070755526e-06	2.153667014822011	3.231718288218353	0.331247005032957	1.7896972049691544e-08	0.3145878138295074
Lama3	1.8565072995744923e-06	2.210227882203462	1.2147722173609146	3.8930219822944356	1.8917326664673323e-08	2.209266462681602
Frmd6	1.9775435078075456e-06	1.2877885582404074	0.4069534153952163	2.776819394954897	2.0324366691275726e-08	2.6843954843337725
Tspan15	2.0149218279219103e-06	2.2595468900241245	1.141712761752656	4.149218868768751	2.0885521406780167e-08	2.404252783438113
Fhl1	2.1203803473827374e-06	1.9698894829842284	0.8719119253789077	3.825994401793222	2.2173247712424518e-08	2.5781097584579773
Trf	2.1203803473827374e-06	2.7794040209993676	4.239534746739977	0.31108779415214644	2.2351163183936095e-08	0.250229811906086
Lamc2	2.4421514874722844e-06	3.3149087361372	2.080427013418966	5.401770695970405	2.5957513174995293e-08	2.0782088548383033
Gm43085	2.4626944893139426e-06	1.990410041798233	3.124032327168467	0.07404855938664663	2.6392193227011683e-08	0.26043650344615055
Spock2	2.4692572997290133e-06	0.8708914509981373	0.24393755785533916	1.9307420798823913	2.6679431471070685e-08	2.356020253086703
Pde7a	2.4950403057279048e-06	2.922204793498564	1.7808088780541573	4.851707412464108	2.7177178312566777e-08	2.1043184444084417
Mid1ip1	2.8182629663722577e-06	1.7448720391830397	2.6854320682270223	0.15487770437059184	3.094543840447402e-08	0.31336290643560205
Npc2	3.1288724231728407e-06	7.668055322461911	8.581585418857673	6.123754445221462	3.4677317298393195e-08	0.7434838947634999
Abhd17c	3.1288724231728407e-06	1.4364430077627999	0.5706051779873945	2.9001212438116997	3.490572713834775e-08	2.4831964764113374
Acly	3.1437519203700797e-06	2.7237469130870675	3.738262154461425	1.0087330526685097	3.5347878233254584e-08	0.4239387748474699
Baiap2l1	3.6747903544229578e-06	2.4265187883959634	3.5361062495015676	0.5507876041460114	4.164159835914982e-08	0.34187638446881913
Mpp5	3.7295014816663e-06	2.8538625312356394	1.7237235262972233	4.764335611012487	4.2589177144818955e-08	2.1163438782822555
Cd9	4.052640645837358e-06	7.048532963055608	6.115792003630801	8.625309346845162	4.6635270959653356e-08	1.3526687320166035
Myo1c	4.182989260536844e-06	2.002023976909835	1.0877191585578967	3.5476345031714454	4.8502686436302125e-08	2.178278857350118
Rnase4	4.460689270124346e-06	4.545897577904601	6.023998628998768	2.0472029439120796	5.2114518001277053e-08	0.4338273830708935
Cnn2	4.683267948119124e-06	3.808048252035486	2.675125007231068	5.723228023014384	5.5126309297958764e-08	1.8293875745140527
Nrp2	4.6930579857028726e-06	1.1098623176366615	0.43119258077360845	2.2571373490003936	5.565379726545044e-08	2.275820454043857
Gsn	5.725082918904402e-06	2.1405527778560955	1.0704778332630411	3.949488993715783	6.839522812464851e-08	2.3905056669529587
Cdkn1b	5.785905302072626e-06	1.875232577520558	1.1783103425148482	3.053363022411163	6.981236449681008e-08	1.8607830772779497
Pdgfa	5.785905302072626e-06	2.1685059401371394	1.342980398600746	3.564037212734376	7.013834607220858e-08	1.9479621833200438
Cav2	5.964350019455951e-06	3.171753831221182	1.906608931102306	5.310451162374519	7.282542627410201e-08	2.1710699003396154
Mthfd1	6.2487338065753344e-06	2.191548252148649	1.2753095120385336	3.7404280270967014	7.684669122633053e-08	2.083421179411138
Vimp	6.500398487626583e-06	2.429594466437459	3.4058200472842453	0.7793083654821783	8.084369696256397e-08	0.4038540717474257
Fgfr2	6.500398487626583e-06	3.5254967640645245	4.683641563872516	1.5676805548652997	8.108367755121002e-08	0.45176679880492415
Acot2	6.556223737293773e-06	3.5199834088875117	2.538819519588119	5.178617602703151	8.235593766980055e-08	1.7459544259047934
Khsrp	7.21131454383063e-06	1.3937271375301543	0.8810615296005632	2.26037614141113	9.121831467951605e-08	1.7332639523511275
ND1	7.683854173350683e-06	8.954359539453664	9.312995624194743	8.348093777153268	9.787059514545406e-08	0.9064382569136583
Rps19	7.955204952492448e-06	8.426041999760495	7.836086409507751	9.423347878521078	1.0202564327687082e-07	1.1796339912775653
Crlf3	8.166403547137072e-06	1.1008354554709165	0.3988016772813607	2.2876068424104035	1.054516269702345e-07	2.3503023307778896
Wwtr1	8.322986078338713e-06	3.3691116841634843	2.2130295813044123	5.323440953282391	1.0820466791937187e-07	1.9680618535467163
Mmp14	8.389211459047953e-06	1.0869393058420578	0.3789707194112954	2.2837433448083466	1.0980257443764452e-07	2.381300268805003
Rhoa	8.660569048959012e-06	4.627360989577546	3.6359190614816894	6.303369963263399	1.1411501733519429e-07	1.5753877206236564
Usp46	8.937256478497838e-06	2.339792258779859	1.4093638714190628	3.9126592945564442	1.1854582995899275e-07	2.0389860381126224
Kcnj13	9.049823828624782e-06	2.0318487758821258	3.1054468526257724	0.21695678900596033	1.208339091664588e-07	0.29642492831873246
Tm9sf3	1.0691556648421867e-05	2.466091374105544	1.53361105003467	4.042427160034878	1.43693619747764e-07	1.990213596505224
Gm37376	1.1065047115269809e-05	9.737040744910502	9.262773350248608	10.538778483505611	1.496852824799324e-07	1.1243333638685582
Krt7	1.1736851325322418e-05	3.2727656020045575	2.107059829161793	5.243363456095897	1.598042828026155e-07	2.009412048489649
Ldhb	1.2650530361258572e-05	2.1767331343870895	3.2738689990451433	0.32205107746514094	1.7335582715709215e-07	0.3093335518146462
Igfbp7	1.2918931109062692e-05	1.654488954073195	0.9224336900182599	2.8920109480708227	1.7816867393911127e-07	2.024522857812513
Rab11fip1	1.34052837069798e-05	2.1145944779323984	1.186837457953982	3.6829456307530535	1.8605365650938235e-07	2.1414237321206513
Cttnbp2nl	1.3952686077431315e-05	1.2242353117410998	0.46500634023920917	2.507693811184772	1.955825633246024e-07	2.394319884384957
Lcn2	1.3952686077431315e-05	1.6486745557382942	2.623946828146863	0.0	1.96102404461438e-07	0.2759422385099835
Scp2	1.4278755308910388e-05	4.513875183658205	5.5809796137405545	2.7099605518523298	2.0193952957963566e-07	0.5637398639111769
Zfyve21	1.4340661854191688e-05	1.8985596915675236	0.8729693211773446	3.6322957938937788	2.0407477339942493e-07	2.473236342697769
Gm15710	1.5198457487217677e-05	1.3210227103910923	0.6905490147873878	2.386823481530688	2.1761670506118074e-07	2.0033867411745128
Tspan13	1.5485055469317295e-05	0.9946573643850132	0.3219914361194002	2.1317831002625964	2.2308056016936368e-07	2.368988947050742
S100a14	1.5640490836578605e-05	0.9457582759612106	0.32247763421333114	1.9993993608207208	2.2669369185132377e-07	2.26801518847984
Ano1	1.6122756721973426e-05	1.722802210937338	0.7901813641239612	3.2993755472170947	2.3509993111802432e-07	2.401642444379386
Soat1	1.640041066917735e-05	3.69885274127594	4.792740541865311	1.8496614593272427	2.4058929917011747e-07	0.49193666430114746
Hp	1.755078324131273e-05	2.0892666776071382	3.2965103177841977	0.048450047784013836	2.5900663954150904e-07	0.24402363086252796
Edn3	1.765054423258683e-05	1.51544497688665	0.6354359974608483	3.0030792040112195	2.62029337254671e-07	2.4477137657641976
Il33	1.7783521628559715e-05	1.992471251775294	3.097199128275613	0.12495507959618447	2.655655900259269e-07	0.27456685515542517
Platr22	1.834161073514223e-05	0.6759642000016279	0.0	1.8186655857186653	2.755108429119221e-07	2.8186655857186653
Tubb4b	1.9549192750409108e-05	2.4516248542140993	3.4535231121426593	0.7579397039062956	2.953672832985213e-07	0.39473011807510827
Gm4149	2.112855883764946e-05	1.605618175700535	1.0828366710438275	2.489367862144016	3.210857940015247e-07	1.675295960866339
Pla2g1b	2.1946400481788245e-05	1.4282329512826422	2.213179543148582	0.10129942693783969	3.354421718052665e-07	0.3427444411832278
Aox3	2.5750153961055126e-05	1.4269908835083458	2.248773265834462	0.03778733243324449	3.958430203078573e-07	0.31943975387481655
Ehd2	2.7925376780952187e-05	1.9202181746167166	1.0597228437494912	3.3748650434636924	4.3173456723889533e-07	2.1240066627118375
Tmod3	3.0263191354012823e-05	4.070432679412839	2.9494032238514256	5.965506282861895	4.7301816688022044e-07	1.7636857742950822
H2-Eb1	3.0263191354012823e-05	1.478642506169613	2.353332439396708	0.0	4.7319466453041833e-07	0.29821081508396713
Psat1	3.427382092634201e-05	1.92390722488715	0.958504709447553	3.555897191463612	5.389154906724543e-07	2.326212017508358
H2-Ab1	3.903822560472304e-05	1.6208198876600803	2.579614750782945	0.0	6.172593647970965e-07	0.27935967125548267
Gm28439	4.0247651637467486e-05	1.1543141108914308	0.5658402640115383	2.1491151377598205	6.399178624720322e-07	2.0111343475688113
Lama5	4.172406248902317e-05	2.2868798604861067	1.3747066403681303	3.8288869706855437	6.676748806060299e-07	2.0334667401009847
Chsy1	4.172406248902317e-05	1.6188623437218257	2.49075579165587	0.14494722935713256	6.714625699483982e-07	0.32799407855856255
Ric1	4.172406248902317e-05	2.221847981743085	1.428343112408952	3.5632490703793573	6.744136440645042e-07	1.879161576080798
Marcks	4.172406248902317e-05	1.8356374447219899	0.9348882741968619	3.358332471085897	6.780526669421369e-07	2.2524982600842747
Car8	4.208207273897105e-05	1.6424021079960922	2.582365214761387	0.053416856083331965	6.875672460864911e-07	0.2940562429934988
D330041H03Rik	4.296357525549405e-05	2.6390181670581265	3.556751828875473	1.0876112625573746	7.05743901333221e-07	0.45813582590311064
Rpl30-ps10	4.349795888344393e-05	1.1712179600251316	0.638851077559126	2.071171499431951	7.212855774082431e-07	1.8739783873505431
Gm13493	4.349795888344393e-05	0.6663976195306632	0.29944924938730383	1.2867151023920564	7.221639343790322e-07	1.7597571459372139
Cttnbp2	4.7643501992243886e-05	0.6450373877360711	0.05927815650562959	1.63524942148277	7.951744007841126e-07	2.4877784983086877
C430049B03Rik	4.96956448114889e-05	0.632944133272124	0.1534123966773463	1.4435811165632957	8.337902458709048e-07	2.1185667187231205
Emb	5.3563301062864595e-05	1.5544305854000315	2.4322468405604125	0.07050310643843576	9.033866658529517e-07	0.3118957220057184
Acot7	5.701469993588565e-05	1.496641458723194	2.346733506868771	0.05958109161995682	9.680419926330707e-07	0.3166015726813304
Nbeal1	5.701469993588565e-05	4.596135043532599	3.643484730320478	6.206567715867379	9.716138253304477e-07	1.5519740312293449
Trp53bp2	5.7510420878183626e-05	1.5632851378352048	0.810616864307053	2.835652933561366	9.851134988796388e-07	2.1184232894181734
Fam63b	6.24525125497768e-05	1.4760810652615803	0.5999040684816838	2.95723741696093	1.0752540811451381e-06	2.4734216850366324
Atp2a2	6.348816481455286e-05	1.9785045009405016	2.8042275205997944	0.5826393962783636	1.0986620228800872e-06	0.4160212257832666
Fam174b	6.989385685955613e-05	1.998825562173317	1.0926228961282989	3.5307395928684664	1.2156521133338118e-06	2.165100841270106
Gm10036	7.099518219124132e-05	0.8101916264428688	0.4148327451170319	1.4785364020174983	1.2410436802579958e-06	1.7518228996124057
Socs2	7.279927876591173e-05	1.9693805617431874	2.7813871049010985	0.5967028340238614	1.2789753823947949e-06	0.4222532075476633
Wnk1	7.401749703455968e-05	4.948026307095311	3.9903450439273445	6.566963680545923	1.3068795593768882e-06	1.5163207381329304
Hck	7.427956735402357e-05	0.8942735531817484	0.24316953459261195	1.99494939413005	1.3180316765207978e-06	2.409123865082085
Plp2	7.529676036244224e-05	5.08939214362453	3.9985665932376975	6.933406764516557	1.342695217285293e-06	1.5871363553001883
Gm13408	7.815937181585123e-05	0.9447985967746307	0.5306534395555111	1.6449011244545713	1.4034987041030343e-06	1.7279555620523925
Rpl7a-ps3	7.815937181585123e-05	0.142221820905928	0.024089350666513725	0.3419219491677949	1.4074728761638705e-06	1.3103563163648022
Hs2st1	7.909327086214365e-05	2.4475502776548423	1.4819915600953397	4.0798043001959075	1.432104982931912e-06	2.0466646147663687
Anxa3	7.909327086214365e-05	6.381857140734081	5.374074359895302	8.085489936913921	1.4448671631388657e-06	1.4253818552978343
Cebpa	7.909327086214365e-05	1.105577288282094	1.755476755012754	0.006937713570740154	1.4451335505381131e-06	0.36543139467205543
Gm43719	8.377951435111765e-05	0.8255548958324196	0.30795077217134725	1.700552342973756	1.5381165231362955e-06	2.064720171761917
Nrep	8.521702293232361e-05	2.701735966669309	1.7039661391145526	4.388442103726159	1.5719935713095537e-06	1.9927920049659613
Rps3a3	8.633546567887646e-05	1.1213415316573112	0.7047880348114255	1.8255153001348805	1.6002093515673694e-06	1.6573997719589955
Gm7331	8.891924876025074e-05	0.9986359518795057	0.5241757729963689	1.8006995876105225	1.655910113947045e-06	1.8375174551584972
Rps23-ps2	0.00010018998888932532	0.9412672481002065	0.4728213487943543	1.7331638874029567	1.8746018651990772e-06	1.8557334802624323
Gm12854	0.00010622433257400881	0.9325007683332103	0.5673830768302021	1.5497235325406766	1.996838296805858e-06	1.6267392255485564
Magi1	0.00011380451316089592	1.9984939340318104	1.2147055797503004	3.32346948531722	2.158199280360629e-06	1.952164443367987
Egfr	0.00011380451316089592	1.100088632221227	0.41546620744537927	2.2574265407708745	2.1593266727647153e-06	2.3013100020592145
Dcxr	0.00011606582408191033	1.930567848458588	2.8151875897701966	0.4351392381461061	2.2124283051453393e-06	0.37616478990291274
Als2cl	0.00011872472170276	0.7391360666377512	0.25813414996107625	1.5522583543530826	2.273540875896142e-06	2.028605895827598
Creb3l2	0.00011887913355056978	2.1833912915121645	1.3318308566116148	3.622933931463095	2.2872307710462258e-06	1.9825339896997007
Snhg11	0.00011887913355056978	1.482489769941359	2.3279578124108253	0.053246174338213346	2.2973831149969567e-06	0.3164842325856364
